school_year,location_name,location_code,borough,geographical_district_code,register,schools,nypd_site_code,nypd_site_name,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,building_name
2016 - 17,145 WEST  84 STREET CONSOLIDATED LOCATION,M470,M,3,174,5,539,GEORGE WASHINGTON HS ,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.785643', 'longitude': '-73.974264', 'human_address': '{""address"": ""145 WEST 84 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12421.0,20.0,4.0,19.0,12.0,10024.0,40.785803,-73.974614,7.0,6.0,169.0,1032128.0,1012150001.0,Upper West Side                                                            ,145 WEST  84 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 173,M173,M,6,742,2,617,PS 165M,P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.141567', 'longitude': '-75.207516', 'human_address': '{""address"": ""306 FORT WASHINGTON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",6963.0,,,,,10033.0,40.845469,-73.940468,12.0,10.0,263.0,1063503.0,1021420154.0,Washington Heights South                                                   ,19 EAST 103 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 319,K319,K,14,1358,1,295,PS 314K,I.S. 318 Eugenio Maria De Hostos,0,2,4,2,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '40.70959', 'longitude': '-73.954281', 'human_address': '{""address"": ""360 KEAP STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17613.0,36.0,2.0,30.0,56.0,11211.0,40.709674,-73.954217,1.0,34.0,527.0,3063189.0,3024240001.0,North Side-South Side                                                      ,
2016 - 17,345 DEAN STREET CONSOLIDATED LOCATION,K655,K,15,866,2,1226,Academy for Health Careers(Dist.13 Office),The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'latitude': '31.226762', 'longitude': '-84.221511', 'human_address': '{""address"": ""345 DEAN STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",33103.0,,,,,11217.0,40.683559,-73.98027,2.0,33.0,39.0,3001190.0,3001920013.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,345 DEAN STREET CONSOLIDATED LOCATION
2016 - 17,Brownsville Collaborative Middle School,K363,K,23,218,2,182,JHS 293K,P.S. 298 Dr. Betty Shabazz |  Brownsville Collaborative Middle School |  85 WATKINS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.670936', 'longitude': '-73.908193', 'human_address': '{""address"": ""85 WATKINS STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17614.0,55.0,2.0,37.0,46.0,11212.0,40.670986,-73.908194,16.0,37.0,906.0,3080768.0,3035070007.0,Brownsville                                                                ,85 WATKINS STREET CONSOLIDATED LOCATION
2016 - 17,610 HENRY STREET CONSOLIDATED LOCATION,K142,K,15,666,2,234,PS 139K,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.366783', 'longitude': '-79.298995', 'human_address': '{""address"": ""610 HENRY STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",26770.0,,,,,11231.0,40.68007,-74.001377,6.0,39.0,63.0,3336036.0,3003690001.0,Carroll Gardens-Columbia Street-Red Hook                                   ,610 HENRY STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 770 New American Academy,K770,K,17,344,2,192,MS 391K,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.663934', 'longitude': '-73.92737', 'human_address': '{""address"": ""60 EAST 94 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17614.0,61.0,2.0,17.0,40.0,11212.0,40.663559,-73.926959,17.0,41.0,882.0,3323072.0,3045950015.0,Rugby-Remsen Village                                                       ,60 EAST  94 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 036 Margaret Douglas,M036,M,5,350,1,578,PS 030M,P.S. 034 Franklin D. Roosevelt,0,1,1,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '33.410237', 'longitude': '-83.946929', 'human_address': '{""address"": ""123 MORNINGSIDE DRIVE"", ""city"": """", ""state"": """", ""zip"": """"}'}",4629.0,,,,,10027.0,40.81027,-73.957482,9.0,7.0,19701.0,1055890.0,1018500002.0,Morningside Heights                                                        ,
2016 - 17,El Puente Academy for Peace and Justice,K685,K,14,285,1,142,WILLIAM MAXWELL HS,The Maurice Sendak Community School,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '39.316726', 'longitude': '-82.083964', 'human_address': '{""address"": ""250 HOOPER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11630.0,,,,,11211.0,40.705898,-73.955611,1.0,33.0,529.0,3379706.0,3022070002.0,Williamsburg                                                               ,
2016 - 17,Academy for Environmental Leadership,K403,K,32,273,4,152,GEORGE WINGATE HS,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '26.614812', 'longitude': '-81.569933', 'human_address': '{""address"": ""400 IRVING AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",2044.0,,,,,11237.0,40.69697,-73.910791,4.0,37.0,435.0,3076908.0,3033650098.0,Bushwick North                                                             ,400 IRVING AVENUE CONSOLIDATED LOCATION
2016 - 17,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,K465,K,17,559,6,184,JOHN JAY HS,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.649522', 'longitude': '-73.958489', 'human_address': '{""address"": ""911 FLATBUSH AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13510.0,60.0,2.0,11.0,43.0,11226.0,40.649787,-73.95855,14.0,40.0,794.0,3336215.0,3051030010.0,Erasmus                                                                    ,911 FLATBUSH AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 192 - The Magnet School for Math and Science,K192,K,20,192,1,307,PS/IS 189K,P.S. 191 Paul Robeson,0,3,2,3,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.629152', 'longitude': '-73.98015', 'human_address': '{""address"": ""4715 18 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,2.0,2.0,18.0,39.0,11204.0,40.629303,-73.979995,12.0,44.0,476.0,3128909.0,3054450001.0,Borough Park                                                               ,
2016 - 17,P.S. 130 Hernando De Soto,M130,M,2,451,1,1310,KIPP STAR COLLEGE PREP CHARTER SCHOOL,P.S. 129 John H. Finley,0,0,2,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '38.115123', 'longitude': '-122.265407', 'human_address': '{""address"": ""143 BAXTER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",1180.0,,,,,10013.0,40.718903,-73.998438,2.0,1.0,41.0,1003086.0,1002360038.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,
2016 - 17,P.S. 121 Nelson A. Rockefeller,K121,K,21,450,1,225,PS 119K,P.S. 120 Carlos Tapia,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '27.969464', 'longitude': '-82.395335', 'human_address': '{""address"": ""5301 20 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",6768.0,,,,,11204.0,40.623273,-73.978822,12.0,44.0,464.0,3253281.0,3054951101.0,Borough Park                                                               ,
2016 - 17,"Facing History School, The",M303,M,2,400,5,670,MURRY BERGTRAUM HS,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '25.826427', 'longitude': '-80.127267', 'human_address': '{""address"": ""525 WEST 50TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",24833.0,,,,,10019.0,40.765184,-73.992953,4.0,3.0,135.0,1083802.0,1010790029.0,Clinton                                                                    ,525 WEST  50TH STREET CONSOLIDATED LOCATION
2016 - 17,Andries Hudde,K240,K,22,1270,1,1401,The Academy of Talented Scholars,Mark Twain I.S. 239 for the Gifted & Talented,1,1,0,1,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '40.623828', 'longitude': '-73.946322', 'human_address': '{""address"": ""2500 NOSTRAND AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17217.0,60.0,2.0,26.0,43.0,11210.0,40.623561,-73.946279,14.0,45.0,748.0,3208638.0,3076290030.0,Midwood                                                                    ,
2016 - 17,"Science Skills Center High School for Science, Tec",K419,K,13,268,3,232,PS 133K,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.697187', 'longitude': '-73.984992', 'human_address': '{""address"": ""49 FLATBUSH AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16865.0,68.0,2.0,38.0,54.0,11201.0,40.697339,-73.985016,2.0,33.0,15.0,3000216.0,3001200020.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION
2016 - 17,Eagle Academy for Young Men of Harlem,M148,M,5,354,1,658,IS 131M,P.S. 134 Henrietta Szold |  293 EAST BROADWAY CONSOLIDATED LOCATION,0,0,3,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.817202', 'longitude': '-73.947815', 'human_address': '{""address"": ""6 EDGECOMBE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",12427.0,18.0,4.0,36.0,20.0,10030.0,40.817372,-73.947712,10.0,9.0,22102.0,1059460.0,1019600001.0,Central Harlem North-Polo Grounds                                          ,293 EAST BROADWAY CONSOLIDATED LOCATION
2016 - 17,Mott Hall Bridges Academy,K671,K,23,693,2,170,IS 259K,P.S./I.S. 323 |  Mott Hall Bridges Academy |  210 CHESTER STREET CONSOLIDATED LOCATION,1,2,4,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '28.577485', 'longitude': '-81.744494', 'human_address': '{""address"": ""210 CHESTER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17832.0,,,,,11212.0,40.666545,-73.910904,16.0,41.0,924.0,3081442.0,3035420001.0,Brownsville                                                                ,210 CHESTER STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 333 Manhattan School for Children,M333,M,3,223,3,692,PS 116M,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.951918', 'longitude': '-118.276016', 'human_address': '{""address"": ""154 WEST 93 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",22352.0,,,,,10025.0,40.791728,-73.970845,7.0,6.0,177.0,1032522.0,1012230005.0,Upper West Side                                                            ,154 WEST  93 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 048 Mapleton,K048,K,20,590,1,70,PS 046K,P.S. 048 Mapleton,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '42.8745', 'longitude': '-85.82662', 'human_address': '{""address"": ""6015 18 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",12484.0,,,,,11204.0,40.621871,-73.987396,12.0,44.0,244.0,3132140.0,3055190001.0,Borough Park                                                               ,
2016 - 17,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,K190,K,19,160,2,248,PS 185K,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '38.581638', 'longitude': '-90.372987', 'human_address': '{""address"": ""590 SHEFFIELD AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",20380.0,,,,,11207.0,40.662326,-73.894441,5.0,42.0,1128.0,3085491.0,3038380018.0,East New York (Pennsylvania Ave)                                           ,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION
2016 - 17,The River School,M281,M,2,402,2,547,IS 223/PS 223 MOTT HALL,P.S. M094 |  BATTERY PARK CITY SCHOOL |  55 BATTERY PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '29.818058', 'longitude': '-95.39352', 'human_address': '{""address"": ""425 EAST 35TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12276.0,,,,,10016.0,40.74428,-73.972591,6.0,4.0,8601.0,1089385.0,1009670002.0,Turtle Bay-East Midtown                                                    ,55 BATTERY PLACE CONSOLIDATED LOCATION
2016 - 17,ESPERANZA PREPARATORY ACADEMY,M372,M,4,569,2,597,PS 112M,Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  240 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '42.938054', 'longitude': '-78.902013', 'human_address': '{""address"": ""240 EAST 109 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",2232.0,,,,,10029.0,40.79307,-73.942303,11.0,8.0,170.0,1052433.0,1016560100.0,East Harlem South                                                          ,240 EAST 109 STREET CONSOLIDATED LOCATION
2016 - 17,South Brooklyn Community High School,K698,K,15,105,2,8,BROOKLYN INTERNATIONAL HS,W.E.B. Dubois Academic High School I W.E.B. Dubois YABC,0,2,2,2,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.67801', 'longitude': '-74.014327', 'human_address': '{""address"": ""173 CONOVER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13514.0,14.0,2.0,7.0,48.0,11231.0,40.677969,-74.014363,6.0,38.0,53.0,3398190.0,3005750003.0,Carroll Gardens-Columbia Street-Red Hook                                   ,
2016 - 17,319 EAST 19 STREET CONSOLIDATED LOCATION,M040,M,2,390,2,578,PS 030M,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '43.480787', 'longitude': '-112.028008', 'human_address': '{""address"": ""319 EAST 19 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19454.0,,,,,10003.0,40.735161,-73.982027,6.0,2.0,64.0,1020513.0,1009250012.0,Gramercy                                                                   ,319 EAST 19 STREET CONSOLIDATED LOCATION
2016 - 17,Mott Hall IV,K522,K,23,1123,3,287,PS 269K,Mott Hall IV |  Eagle Academy for Young Men II |Ocean Hill Collegiate Charter School |1137 HERKIMER STREET CONSOLIDATED LOCATION,0,3,2,2,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '29.791239', 'longitude': '-95.406189', 'human_address': '{""address"": ""1137 HERKIMER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12266.0,,,,,11233.0,40.677805,-73.915843,16.0,41.0,301.0,3042157.0,3015500001.0,Ocean Hill                                                                 ,1137 HERKIMER STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 284 Lew Wallace,K284,K,23,821,1,290,PS 277K,P.S. 282 Park Slope,0,1,7,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '41.692022', 'longitude': '-71.166289', 'human_address': '{""address"": ""213 OSBORN STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",1336.0,,,,,11212.0,40.667377,-73.908214,16.0,41.0,912.0,3081460.0,3035440135.0,Brownsville                                                                ,
2016 - 17,LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL(BN),K517,K,13,1399,2,284,PS 254K,P.S. K140|Leadership Prep Bedford Stuyvesant Charter School|141 MACON STREET CONSOLIDATED LOCATION,0,1,7,0,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '35.200279', 'longitude': '-83.820244', 'human_address': '{""address"": ""141 MACON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",18193.0,,,,,11216.0,40.681572,-73.945446,3.0,36.0,269.0,3053075.0,3018450001.0,Bedford                                                                    ,141 MACON STREET CONSOLIDATED LOCATION
2016 - 17,IS 364 ANNEX(BN),K364,K,19,284,1,233,PS 134K,Bushwick Leaders High School for Academic Excellence ,0,3,12,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.64634', 'longitude': '-73.878219', 'human_address': '{""address"": ""1461 GENEVA LOOP"", ""city"": """", ""state"": """", ""zip"": """"}'}",13830.0,45.0,2.0,25.0,47.0,11239.0,40.646599,-73.878441,5.0,42.0,105801.0,3098300.0,3044520325.0,Starrett City                                                              ,
2016 - 17,424 LEONARD STREET CONSOLIDATED LOCATION,K126,K,14,393,3,227,PS 124K,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '43.08847', 'longitude': '-75.659267', 'human_address': '{""address"": ""424 LEONARD STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",24726.0,,,,,11222.0,40.719819,-73.948625,1.0,33.0,499.0,3067788.0,3027120001.0,Greenpoint                                                                 ,424 LEONARD STREET CONSOLIDATED LOCATION
2016 - 17,The Math & Science Exploratory School,K447,K,15,1777,3,141,TRANSIT TECH HS,Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION,1,13,20,7,4,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,"{'latitude': '31.226762', 'longitude': '-84.221511', 'human_address': '{""address"": ""345 DEAN STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",33103.0,,,,,11217.0,40.683559,-73.98027,2.0,33.0,39.0,3001190.0,3001920013.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,257 NORTH  6 STREET CONSOLIDATED LOCATION
2016 - 17,Brooklyn School for Global Studies,K429,K,15,469,3,26,IS 291K,Brooklyn School for Global Studies | Success Academy C harter School- Cobble Hill |   School for International Studies |  284 BALTIC STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '38.085385', 'longitude': '-122.230439', 'human_address': '{""address"": ""284 BALTIC STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",1181.0,,,,,11201.0,40.685419,-73.993351,6.0,33.0,69.0,3006401.0,3004020001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,284 BALTIC STREET CONSOLIDATED LOCATION
2016 - 17,170 GATES AVENUE CONSOLIDATED LOCATION,K056,K,13,344,2,20,IS 055K,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,0,4,2,1,3,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.807968', 'longitude': '-74.227247', 'human_address': '{""address"": ""170 GATES AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",15459.0,,,,,11238.0,40.68505,-73.960659,2.0,35.0,231.0,3056874.0,3019830010.0,Clinton Hill                                                               ,170 GATES AVENUE CONSOLIDATED LOCATION
