,id,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocoded_column,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,building_name
322,1165,Q141,30Q141,IS 141 STEINWAY(QN),Q141,37-11 21 AVENUE,Q,30,1093,1,IS 141 STEINWAY(QN),0,0,1,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-73.904906, 40.775449]}",16862,39.0,3.0,4.0,72.0,
323,761,M118,03M256,IS/JHS 256(MN),M256,154 WEST 93 STREET,M,3,143,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-85.182791, 42.327849]}",4361,,,,,154 WEST 93 STREET CONSOLIDATED LOCATION
324,810,M149,84M351,SUCCESS ACADEMY Charter school,M351,34 West 118th St.,M,2,1124,2,P162(MN)|SUCCESS ACADEMY Charter school|34 West 118th St. consolidated location,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-76.494659, 38.97835]}",28576,,,,,34 West 118th St.
325,385,K314,,330 59 STREET CONSOLIDATED LOCATION,,330 59 STREET,K,20,1874,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,0,1,3,1,0,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,"{'type': 'Point', 'coordinates': [-75.989042, 36.883898]}",2801,,,,,330 59 STREET CONSOLIDATED LOCATION
326,223,K191,17K191,PS 191(BROOKLYN),K191,1600 PARK PLACE,K,17,153,1,PS 191(BROOKLYN),0,6,3,4,2,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-96.323249, 30.612945]}",23553,,,,,
327,368,K305,13K305,P.S. 305 Dr. Peter Ray,K305,344 MONROE STREET,K,13,140,2,Satellite East Middle School |  P.S. 305 Dr. Peter Ray |  344 MONROE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.815882, 37.327420000000004]}",16287,,,,,344 MONROE STREET CONSOLIDATED LOCATION
328,535,K500,,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,1600 ROCKAWAY PARKWAY,K,18,801,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,1,2,9,0,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.897959, 40.641223]}",13827,5.0,2.0,8.0,42.0,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION
329,104,K088,15K088,J.H.S. 088 Peter Rouget,K088,544 SEVENTH AVENUE,K,15,1334,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-117.158325, 32.711157]}",30346,,,,,544 SEVENTH AVENUE CONSOLIDATED LOCATION
330,1070,Q036,29Q036,PS 36(QUEENS),Q036,187-01 FOCH BOULEVARD,Q,29,439,1,PS 36(QUEENS),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-74.438165, 40.894692]}",15732,,,,,
331,714,M075,,735 WEST END AVENUE CONSOLIDATED LOCATION,,735 WEST END AVENUE,M,3,740,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION,1,7,6,2,4,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.973432, 40.794954]}",12422,20.0,4.0,19.0,15.0,735 WEST END AVENUE CONSOLIDATED LOCATION
332,1050,Q017,30Q017,PS 17(QUEENS),Q017,28-37 29 STREET,Q,30,486,1,PS 17(QUEENS),1,0,0,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-97.970243, 35.020128]}",13019,,,,,
333,798,M142,01M142,PS 142 AMALIA CASTRO(MS),M142,100 ATTORNEY STREET,M,1,316,1,PS 142 AMALIA CASTRO(MS),0,1,1,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.984361, 40.718551]}",11723,70.0,4.0,32.0,4.0,
334,1060,Q025,,34-65 192 STREET CONSOLIDATED LOCATION,,34-65 192 STREET,Q,25,1512,2,I.S. 025 Adrien Block |  World Journalism Preparatory: A College Board Scho |  34-65 192 STREET CONSOLIDATED LOCATION,0,1,6,1,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-97.660449, 35.21833]}",27582,,,,,34-65 192 STREET CONSOLIDATED LOCATION
335,1176,Q152,30Q152,PS 152(QUEENS),Q152,33-52 62 STREET,Q,30,1039,1,PS 152(QUEENS),0,0,0,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-73.900039, 40.752642]}",14787,53.0,3.0,33.0,66.0,
336,336,K282,13K282,PS 282(BROOKLYN),K282,180 SIXTH AVENUE,K,13,658,1,PS 282(BROOKLYN),0,3,2,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-74.003804, 40.726071]}",12075,57.0,4.0,10.0,1.0,
337,912,M445,,350 GRAND STREET CONSOLIDATED LOCATION,,350 GRAND STREET,M,2,1649,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,2,5,8,5,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-74.747046, 40.204073]}",28083,,,,,350 GRAND STREET CONSOLIDATED LOCATION
338,958,M490,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,122 AMSTERDAM AVENUE,M,3,1805,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",2,5,27,3,4,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,"{'type': 'Point', 'coordinates': [-74.277678, 40.657145]}",17004,,,,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION
339,1241,Q203,26Q203,PS 203(QUEENS),Q203,53-11 SPRINGFIELD BOULEVARD,Q,26,882,1,PS 203(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.760344, 40.753503]}",14506,26.0,3.0,16.0,69.0,
340,896,M435,09M825,ISAAC NEWTON JHS FOR SCIENCE & MATH(MN),M825,260 PLEASANT AVENUE,M,9,189,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.93365, 40.794388]}",12426,7.0,4.0,35.0,16.0,260 PLEASANT AVENUE CONSOLIDATED LOCATION
341,745,M104,02M104,JHS 104 SIMON BARUCH(MS),M104,330 EAST 21 STREET,M,2,1149,1,JHS 104 SIMON BARUCH(MS),0,2,4,1,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-85.899572, 43.254215]}",29130,,,,,
342,1096,Q064,27Q064,PS 64(QUEENS),Q064,82-01 101 AVENUE,Q,27,629,1,PS 64(QUEENS),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-111.59805, 46.020182]}",23387,,,,,
343,825,M161,85M161,PS 161(MANHATTAN),M161,499 WEST 133 STREET,M,5,847,1,PS 161(MANHATTAN),0,6,9,4,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-75.203435, 40.907097]}",27841,,,,,
344,1020,M877,02M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL(MS),M551,"10 South Street,Slip 7",M,2,422,1,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL(MS),1,3,8,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-82.42981, 34.83972]}",9923,,,,,
345,778,M128,06M513,CASTLE BRIDGE SCHOOL(MN),M513,560 West 169 Street,M,6,207,2,P.S. 128 Audubon |  Castle Bridge School |  560 WEST 169 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.74891, 30.571365]}",27559,,,,,560 WEST 169 STREET CONSOLIDATED LOCATION
346,1045,Q011,30Q011,PS 11(QN),Q011,54-25 SKILLMAN AVENUE,Q,30,1019,1,PS 11(QN),0,0,0,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-73.909399, 40.745419]}",14787,53.0,3.0,33.0,66.0,
347,954,M490,03M307,THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES(MLK EDUCATIONAL CAMPUS),M307,122 AMSTERDAM AVENUE,M,3,304,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.277678, 40.657145]}",17004,,,,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION
348,305,K261,15K261,PS 261(BROOKLYN),K261,314 PACIFIC STREET,K,15,755,1,PS 261(BROOKLYN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-79.838807, 41.40602]}",29633,,,,,
349,264,K225,,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,,1075 OCEAN VIEW AVENUE,K,21,1423,2,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,0,0,5,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-73.956244, 40.579689]}",13826,21.0,2.0,15.0,35.0,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION
350,862,M198,02M198,PS 198(MANHATTAN),M198,1700 THIRD AVENUE,M,2,392,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-122.069687, 37.919507]}",1185,,,,,1700 THIRD AVENUE CONSOLIDATED LOCATION
351,351,K293,15K429,DIGITAL ARTS & CINEMA TECHNOLOGY HIGH SCHOOL (GLOBAL STUDIES-BS),K429,284 BALTIC STREET,K,15,177,3,DIGITAL ARTS & CINEMA TECHNOLOGY HIGH SCHOOL (GLOBAL STUDIES-BS) |  SCHOOL FOR INTERNATIONAL STUDIES(BROOKLYN) | Success Academy Charter School - Cobble Hill |  284 BALTIC STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.993279, 40.685403]}",16865,14.0,2.0,38.0,48.0,284 BALTIC STREET CONSOLIDATED LOCATION
352,1188,Q162,26Q162,PS 162(QUEENS),Q162,201-02 53 AVENUE,Q,26,672,1,PS 162(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.776905, 40.749133]}",14506,26.0,3.0,3.0,69.0,
353,56,K039,15K039,PS 39(BROOKLYN),K039,417 SIXTH AVENUE,K,15,415,1,PS 39(BROOKLYN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-93.625137, 41.587432]}",16801,,,,,
354,38,K024,15K024,PS 24(BROOKLYN),K024,427 38TH STREET,K,15,619,1,PS 24(BROOKLYN),0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-78.515347, 33.867093]}",29727,,,,,
355,1235,Q199,24Q199,PS 199(QN),Q199,39-20 48 AVENUE,Q,24,811,1,PS 199(QN),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-87.86745, 42.601243]}",5034,,,,,
356,600,K849,22K134,PS 134(BS),K134,4001 18 AVENUE,K,22,564,1,PS 134(BS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-84.964833, 32.501673]}",1403,,,,,
357,164,K142,,610 HENRY STREET CONSOLIDATED LOCATION,,610 HENRY STREET,K,15,1211,3,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie | IS 823|   610 HENRY STREET CONSOLIDATED LOCATION,0,2,3,0,2,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-74.196668, 40.673383]}",17001,,,,,610 HENRY STREET CONSOLIDATED LOCATION
358,820,M155,04M377,RENAISSANCE SCHOOL OF THE ARTS(MANHATTAN),M377,410 East 100 St.,M,4,144,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.854443, 35.148276]}",14053,,,,,410 East 100 St. CONSOLIDATED LOCATION
359,564,K650,14K561,WILLIAMSBURG PREPARATORY SCHOOL(BROOKLYN),K561,257 NORTH 6 STREET,K,14,515,5,BROOKLYN PREPARATORY HS(BN) |WILLIAMSBURG HS FOR ARCHITECTURE & DESIGN(BROOKLYN) | WILLIAMSBURG PREPARATORY SCHOOL(BROOKLYN) | HARRY VAN ARSDALE HS(BN) |HARRY VAN ARSDALE HS GED(BN)  |257 NORTH 6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-79.59885, 40.020163]}",10084,,,,,257 NORTH 6 STREET CONSOLIDATED LOCATION
360,396,K324,16K267,MS 267 MATH SCIENCE & TECHNOLOGY SCHOOL(BN),K267,800 GATES AVENUE,K,16,252,3,MS 267 MATH SCIENCE & TECHNOLOGY SCHOOL(BN)| BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN)| LA CIMA CHARTER SCHOOL(BN)| 800 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-83.575862, 42.232857]}",14170,,,,,800 GATES AVENUE CONSOLIDATED LOCATION
361,301,K258,84K517,LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL(BN),K517,141 MACON STREET,K,13,1033,2,|P140(BN)|LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL(BN)| 141 Macon Street Consolidated Location,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.945917, 40.681508]}",17618,69.0,2.0,49.0,51.0,141 MACON STREET CONSOLIDATED LOCATION
362,72,K054,13K054,PS 54(BROOKLYN),K054,195 SANDFORD STREET,K,13,180,1,PS 54(BROOKLYN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-74.449952, 40.484044]}",30129,,,,,
363,428,K380,14K380,PS 380(BROOKLYN),K380,370 MARCY AVENUE,K,14,544,1,PS 380(BROOKLYN),0,1,2,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-72.675119, 40.92186]}",25859,,,,,
364,196,K171,19K171,I.S. 171 Abraham Lincoln,K171,528 RIDGEWOOD AVENUE,K,19,449,2,I.S. 171 Abraham Lincoln |  Highland Park Community School |  528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.869562, 40.686205]}",17215,45.0,2.0,37.0,47.0,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION
365,411,K345,19K345,PS 345(BROOKLYN),K345,111 BERRIMAN STREET,K,19,506,1,PS 345(BROOKLYN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.88035, 40.676161]}",17215,45.0,2.0,37.0,47.0,
366,693,M057,04M057,PS 57(MANHATTAN),M057,176 EAST 115 STREET,M,4,793,1,PS 57(MANHATTAN),0,0,8,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-78.932422, 39.662562]}",31972,,,,,
367,631,M008,06M008,PS 8(MANHATTAN),M008,465 WEST 167 STREET,M,6,489,1,PS 8(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.784194, 42.672341]}",2019,,,,,
368,432,K384,32K384,PS 384(BROOKLYN),K384,242 COOPER STREET,K,32,486,1,PS 384(BROOKLYN),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-93.135784, 32.950283]}",4950,,,,,
369,279,K239,21K239,MARK TWAIN IS 239 FOR THE GIFTED & TALENTED(BS),K239,2401 NEPTUNE AVENUE,K,21,1316,1,MARK TWAIN IS 239 FOR THE GIFTED & TALENTED(BS),0,0,0,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-73.992328, 40.578144]}",18184,21.0,2.0,45.0,35.0,
370,788,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,,185 WADSWORTH AVENUE,M,6,643,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.934329, 40.850715]}",13091,47.0,4.0,39.0,22.0,185 WADSWORTH AVENUE CONSOLIDATED LOCATION
371,22,K016,14K016,P.S. 016 Leonard Dunkly,K016,157 WILSON STREET,K,14,204,2,P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.453274, 40.681641]}",24511,,,,,157 WILSON STREET CONSOLIDATED LOCATION
372,140,K117,,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,300 WILLOUGHBY AVENUE,K,13,869,3,Brooklyn Community High School of Communication Arts and Media |  JHS 117 |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,3,3,2,4,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.958368, 40.692701]}",17212,69.0,2.0,38.0,51.0,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION
373,169,K148,75K373,P373 BKYLN TRANSITION CTR(BN),K373,185 ELLERY STREET,K,14,386,1,P373 BKYLN TRANSITION CTR(BN),0,1,1,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.945142, 40.698856]}",17213,69.0,2.0,49.0,51.0,
374,815,M153,,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,1750 AMSTERDAM AVENUE,M,6,716,2,PS 153(MANHATTAN)|HAMILTON HEIGHTS SCHOOL (MN)|1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,0,1,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.946889, 40.826215]}",12428,37.0,4.0,23.0,19.0,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION
375,728,M090,06M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL(MN),M068,21 Jumel Place,M,6,964,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.936048, 40.839491]}",13090,47.0,4.0,39.0,21.0,21 Jumel Place CONSOLIDATED LOCATION
376,33,K022,84K333,Explore Exceed Charter School,K333,443 ST. MARKS AVENUE,K,84,487,2,Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.960179, 40.676794]}",13829,16.0,2.0,48.0,49.0,443 ST. MARKS AVENUE CONSOLIDATED LOCATION
377,94,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,605 Shepherd Ave,K,19,754,3,PS 72| East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,1,0,2,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.879628, 40.669455]}",17215,45.0,2.0,25.0,47.0,605 SHEPHERD AVENUE CONSOLIDATED LOCATION
378,918,M460,02M460,WASHINGTON IRVING HS(MANHATTAN),M902,40 IRVING PLACE,M,2,SCHOOL CLOSED,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-75.003693, 40.152439]}",6974,,,,,40 IRVING PLACE CONSOLIDATED LOCATION
379,471,K435,19K502,FDNY HS FOR FIRE & LIFE SAFETY(BN),K502,400 PENNSYLVANIA AVENUE,K,19,246,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-104.779923, 37.62986]}",12679,,,,,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
380,232,K200,20K200,PS 200(BROOKLYN),K200,1940 BENSON AVENUE,K,20,1311,1,PS 200(BROOKLYN),0,2,1,1,1,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-74.001363, 40.603179]}",17616,1.0,2.0,45.0,37.0,
381,847,M188,01M188,PS 188 THE ISLAND SCHOOL(MANHATTAN),M188,442 EAST HOUSTON STREET,M,1,417,3,PS 188 THE ISLAND SCHOOL(MANHATTAN)| GIRLS PREPARATORY CHARTER(MS)|  442 EAST HOUSTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.977576, 40.719531]}",11723,70.0,4.0,50.0,5.0,442 EAST HOUSTON STREET CONSOLIDATED LOCATION
382,569,K655,15K656,Brooklyn High School of the Arts,K656,345 DEAN STREET,K,15,703,2,The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.980527, 40.683647]}",17619,68.0,2.0,38.0,54.0,345 DEAN STREET CONSOLIDATED LOCATION
383,487,K450,14K474,PROGRESS High School for Professional Careers,K474,850 GRAND STREET,K,14,565,3,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.939494, 40.712241]}",17613,36.0,2.0,30.0,56.0,850 GRAND STREET CONSOLIDATED LOCATION
384,1035,M971,02M397,SPRUCE STREET SCHOOL(MS),M397,12 Spruce St.,M,2,524,1,SPRUCE STREET SCHOOL(MS),0,3,1,0,3,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-68.571292, 45.62684]}",6278,,,,,
385,256,K221,17K221,PS 221(BROOKLYN),K221,791 EMPIRE BOULEVARD,K,17,259,1,PS 221(BROOKLYN),1,2,7,2,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.936478, 40.66372]}",17615,17.0,2.0,48.0,44.0,
386,201,K174,19K663,School of the Future Brooklyn,K663,574 DUMONT AVENUE,K,19,203,2,Brooklyn Gardens Elementary School| School of the Future Brooklyn| 574 Dumont Avenue Consolidated Location,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.897688, 40.665804]}",17214,45.0,2.0,25.0,47.0,574 Dumont Avenue Consolidated Location
387,363,K303,21K344,Rachel Carson High School for Coastal Studies,K344,521 WEST AVENUE,K,21,498,3,I.S. 303 Herbert S. Eisenberg | Coney Island Preparatory Public Charter School |Rachel Carson High School for Coastal Studies |  521 WEST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-83.829863, 34.295334]}",6712,,,,,521 WEST AVENUE CONSOLIDATED LOCATION
388,67,K049,14K586,LYONS COMMUNITY SCHOOL(BN),K586,223 GRAHAM AVENUE,K,14,421,2,IS 49| Lyons Community School| 223 Graham Avenue Consolidated Location,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-88.021736, 41.868304]}",14470,,,,,223 GRAHAM AVENUE CONSOLIDATED LOCATION
