bbl,street_number,street_name,borough,zip,benchmarking_submission,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,number_of_buildings,reported_bins,latitude,longitude,community_board,community_council,census_tract,nta
1002067501,123.0,BAXTER STREET,MANHATTAN,10013,Yes,5730.0,73.8,156.1,31.15,Manual,,269.9,50998.0,Multifamily Housing,1,1086548;1801120,40.718161,-73.998918,2.0,1.0,41.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4030800006,,QUEENS BOULEVARD,QUEENS,11374,Yes,7875.0,76.8,138.5,46.34,ABS,,312.4,62400.0,Multifamily Housing,1,4072066,,,,,,
1002090019,138.0,LAFAYETTE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.719084,-73.999953,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002090028,261.0,CANAL STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.718721,-74.000924,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002120018,52.0,VARICK STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.721222,-74.006548,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002120045,2.0,YORK STREET,MANHATTAN,10013,Yes,1775.0,123.8,251.2,90.25,Manual,45,515.14,59150.0,Hotel,1,1-00212-0045,40.721068,-74.005758,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002127501,260.0,WEST BROADWAY,MANHATTAN,10013,Yes,2784.0,47.5,95.2,,Manual,,525.92,159435.0,Multifamily Housing,1,1002740,40.720403999999995,-74.00544000000001,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4052630010,,  35 AVENUE,QUEENS,11354,Yes,11751.0,52.7,70.8,46.54,ABS,,323.0,81150.0,Multifamily Housing,1,4119143,,,,,,
1002127504,50.0,VARICK STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,0,,40.72117,-74.006559,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1021600001,515.0,AUDUBON AVENUE,MANHATTAN,10040,Yes,1345.0,151.0,254.0,47.03,ABS,52,5939.47,504688.0,Senior Care Facility,1,,40.854783000000005,-73.927909,12.0,10.0,277.0,Washington Heights North                                                   
1002147503,7.0,HUBERT STREET,MANHATTAN,10013,Yes,5424.0,82.1,203.6,,Manual,,813.95,128672.0,Multifamily Housing,1,1086551,40.721367,-74.008911,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3074470028,2520.0,BATCHELDER STREET,BROOKLYN,11235,Yes,2713.0,55.5,100.7,47.09,ABS,,2189.27,581966.0,Multifamily Housing,4,3320928,40.591371,-73.937271,15.0,48.0,596.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1002157504,415.0,GREENWICH STREET,MANHATTAN,10013,Yes,9640.0,71.4,177.2,,Manual,,885.34,160551.0,Multifamily Housing,1,1002807,40.721562,-74.009885,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4043420010,, 139 STREET,QUEENS,11354,Yes,3693.0,34.2,54.8,0.0,ABS,,406.92,193929.0,Multifamily Housing,2,4443313,,,,,,
1002157505,157.0,HUDSON STREET,MANHATTAN,10013,Yes,11281.0,74.2,156.1,,Manual,,281.88,54000.0,Multifamily Housing,1,1088445; 1002806; 1002808; 1002812; ;1086556; 1002811; 1002807; 1088445,40.721647,-74.008298,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002160001,235.0,WEST STREET,MANHATTAN,10013,Yes,206.0,395.7,1259.0,71.84,Manual,41,27997.57,764915.0,Office,1,1002813,40.721070000000005,-74.012017,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002170001,250.0,WEST STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.721703999999995,-74.011317,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2041760034,3065.0,ROBERTS AVENUE,BRONX,10461,Yes,10669.0,3.2,4.9,47.58,ABS,,14.05,57000.0,Multifamily Housing,1,2046271,40.846071,-73.82911999999999,10.0,13.0,26602.0,Pelham Bay-Country Club-City Island                                        
1002180024,260.0,WEST STREET,MANHATTAN,10013,Yes,11331.0,58.8,80.2,16.87,Manual,,274.87,61250.0,Multifamily Housing,1,1002831,40.722728000000004,-74.011646,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002187501,92.0,LAIGHT STREET,MANHATTAN,10013,Yes,5427.0,69.5,162.6,,Manual,,836.93,158153.0,Multifamily Housing,1,1002832,40.722275,-74.011195,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002187504,415.0,WASHINGTON STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,0,,40.722377,-74.01052,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4021187501,,  66 ROAD,QUEENS,11374,Yes,2835.0,124.3,187.9,47.88,ABS,,3601.1,485406.0,Multifamily Housing,3,4432024;4432026;4432028;4432025;4432027;4432029,,,,,,
1002197501,429.0,GREENWICH STREET,MANHATTAN,10013,Yes,10236.0,72.1,105.4,48.07,ABS,,368.07,86915.0,Multifamily Housing,1,BIN#  1002836,40.722221000000005,-74.009741,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002200031,174.0,HUDSON STREET,MANHATTAN,10013,Yes,842.0,45.0,158.9,11.22,Manual,82,218.78,51750.0,Office,1,,40.722374,-74.00815,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002207502,28.0,LAIGHT STREET,MANHATTAN,10013,Yes,5912.0,54.7,125.2,,Manual,,476.72,117123.0,Multifamily Housing,4,1066500,40.721858000000005,-74.007082,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002207503,38.0,LAIGHT STREET,MANHATTAN,10013,Yes,3511.0,80.2,184.9,37.85,Manual,,372.12,61717.0,Multifamily Housing,1,1086557,40.721916,-74.007634,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002210030,200.0,HUDSON STREET,MANHATTAN,10013,Yes,394.0,81.7,211.9,0.0,Manual,,2424.43,332837.0,Office,1,1002854,40.722992,-74.008031,1.0,1.0,33.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002227501,28.0,VESTRY STREET,MANHATTAN,10013,Yes,4207.0,54.9,130.1,41.56,Manual,,245.84,59838.0,Multifamily Housing,1,1002859,40.72266,-74.008348,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002227502,195.0,HUDSON STREET,MANHATTAN,10013,Yes,5855.0,82.8,178.5,,Manual,,502.09,83968.0,Multifamily Housing,0,1002857,40.723083,-74.008034,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002240001,450.0,WASHINGTON STREET,MANHATTAN,10013,Yes,12388.0,56.8,142.1,,Manual,,1285.32,285000.0,Multifamily Housing,1,1087707,40.72392,-74.01028199999999,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002250008,111.0,WATTS STREET,MANHATTAN,10013,Yes,396.0,43.8,95.6,0.0,Manual,,1408.14,379795.0,Office,1,1002933,40.72401,-74.008687,1.0,1.0,39.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3060990013,9201.0,SHORE ROAD,BROOKLYN,11209,Yes,7024.0,89.0,142.6,48.12,ABS,,1417.12,262019.0,Multifamily Housing,2,3331025,40.620701000000004,-74.04047800000001,10.0,43.0,5202.0,Bay Ridge                                                                  
1008930064,309.0,LEXINGTON AVENUE,MANHATTAN,10016,Yes,7756.0,13.0,14.5,48.22,ABS,,38.84,54850.0,Multifamily Housing,1,1019107,40.748739,-73.97801,6.0,4.0,80.0,Murray Hill-Kips Bay                                                       
1002270028,306.0,WEST BROADWAY,MANHATTAN,10013,Yes,650.0,119.9,283.3,61.22,Manual,27,1929.64,189986.0,Hotel,1,1087764,40.721634,-74.004412,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002270052,27.0,GRAND STREET,MANHATTAN,10013,Yes,9862.0,147.1,364.8,,Manual,51,632.9,55479.0,Hotel,1,1-00227-0052,40.722827,-74.004726,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002287502,311.0,WEST BROADWAY,MANHATTAN,10013,Yes,437.0,80.7,178.1,0.0,Manual,,752.88,128614.0,Multifamily Housing,2,1087488,40.72173,-74.004308,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002310026,107.0,GRAND STREET,MANHATTAN,10013,Yes,5796.0,42.2,146.4,,Manual,79,263.77,66532.0,Office,1,1003017,40.721183,-74.001335,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002310035,451.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.720484,-74.000974,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3051620026,832.0,OCEAN AVENUE,BROOKLYN,11226,Yes,7861.0,13.9,44.5,48.4,ABS,,105.31,80676.0,Office,1,3118801,40.642344,-73.959553,14.0,40.0,514.0,Flatbush                                                                   
1002317503,307.0,CANAL STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.719753000000004,-74.002374,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002320001,434.0,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.720069,-74.001302,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4050160007,,  38 AVENUE,QUEENS,11354,Yes,3681.0,63.2,109.1,0.0,ABS,,1106.96,210489.0,Multifamily Housing,3,4443436,,,,,,
1002330002,9.0,CROSBY STREET,MANHATTAN,10013,Yes,12881.0,160.5,387.2,84.26,Manual,40,1376.98,111060.0,Hotel,0,1088790,40.719926,-74.000289,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3068250019,2300.0,OCEAN AVENUE,BROOKLYN,11229,Yes,7793.0,48.9,77.1,49.4,ABS,,294.23,98567.0,Multifamily Housing,1,3184121,40.605470000000004,-73.952574,15.0,48.0,560.0,Madison                                                                    
5003270060,1100.0,CLOVE ROAD,STATEN ISLAND,10301,Yes,7656.0,111.5,169.5,49.89,ABS,,876.81,127500.0,Multifamily Housing,1,5008972,40.619168,-74.106521,1.0,49.0,147.0,Westerleigh                                                                
1002387501,128.0,MOTT STREET,MANHATTAN,10013,Yes,12325.0,45.6,156.0,51.44,Manual,,429.42,100259.0,Office,1,1087662;1079592,40.718362,-73.99679300000001,2.0,1.0,41.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002397501,80.0,ELIZABETH STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.718046,-73.99603499999999,2.0,1.0,41.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002430056,645.0,WATER STREET,MANHATTAN,10002,Yes,2947.0,84.9,152.8,,Manual,,1907.76,272140.0,Multifamily Housing,2,1077586;1077587,40.711383000000005,-73.98265,3.0,1.0,202.0,Lower East Side                                                            
1002440019,605.0,WATER STREET,MANHATTAN,10002,Yes,2942.0,87.2,154.3,,Manual,,977.12,136070.0,Multifamily Housing,1,1003141;1805579,40.711249,-73.98445,3.0,1.0,202.0,Lower East Side                                                            
1002450001,286.0,SOUTH STREET,MANHATTAN,10002,Yes,8365.0,,,,Manual,,,256556.0,Multifamily Housing,1,1003142,40.710478,-73.986571,3.0,1.0,201.0,Lower East Side                                                            
1002460001,257.0,SOUTH STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,1,,40.710042,-73.990247,3.0,1.0,6.0,Lower East Side                                                            
1008650007,7.0,EAST   35 STREET,MANHATTAN,10016,Yes,12286.0,71.9,137.9,49.96,ABS,,369.29,62947.0,Multifamily Housing,1,1017121,40.748882,-73.983524,5.0,4.0,82.0,Murray Hill-Kips Bay                                                       
4092090049,, 116 STREET,QUEENS,11418,Yes,1618.0,68.2,101.9,50.26,ABS,,268.2,66600.0,Multifamily Housing,1,4192308,,,,,,
1002480070,80.0,RUTGERS SLIP,MANHATTAN,10002,Yes,5591.0,113.9,172.7,0.0,Manual,,571.35,83905.0,Multifamily Housing,1,1084418,40.710632000000004,-73.989871,3.0,1.0,6.0,Lower East Side                                                            
1002500001,220.0,SOUTH STREET,MANHATTAN,10002,Yes,610.0,38.5,116.9,,Manual,,859.23,255084.0,Self-Storage,1,BIN: 1003205,40.709452,-73.99433,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7055.0,73.6,126.8,,Manual,,729.2,120233.0,Multifamily Housing,1,1077585,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7058.0,74.4,127.6,,Manual,,593.48,97165.0,Multifamily Housing,1,1077585,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7060.0,73.5,126.7,,Manual,,746.12,123140.0,Multifamily Housing,1,1077585,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7061.0,73.3,126.5,,Manual,,773.44,127864.0,Multifamily Housing,1,1077585,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7063.0,73.6,126.8,,Manual,,554.33,91400.0,Multifamily Housing,1,1077585,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7065.0,73.2,126.4,,Manual,,808.62,133802.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7070.0,73.8,127.1,,Manual,,654.73,107704.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7071.0,73.6,126.8,,Manual,,756.54,124689.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7072.0,73.4,126.6,,Manual,,691.97,114321.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7073.0,75.3,128.6,,Manual,,667.74,108453.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7074.0,73.6,126.8,,Manual,,696.8,114877.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002530001,2.0,MONROE STREET,MANHATTAN,10002,Yes,7077.0,73.2,126.4,,Manual,,804.03,132977.0,Multifamily Housing,1,1077591,40.711418,-73.99597800000001,3.0,1.0,8.0,Chinatown                                                                  
1002550001,45.0,PIKE STREET,MANHATTAN,10002,Yes,8317.0,,,,Manual,,,681101.0,Multifamily Housing,5,1077508;1077509;1077510;1077511;1077512;1077512,40.712301000000004,-73.99237099999999,3.0,1.0,6.0,Lower East Side                                                            
1002560001,300.0,CHERRY STREET,MANHATTAN,10002,Yes,8230.0,31.4,89.6,,Manual,,2898.19,1058212.0,Multifamily Housing,5,1077514;1077515;1077516;1077517;1077518;1077518;1083385;1083386;1083387,40.711458,-73.987639,3.0,1.0,6.0,Lower East Side                                                            
1002580001,318.0,CHERRY STREET,MANHATTAN,10002,Yes,8230.0,31.4,89.6,,Manual,,2898.19,1058212.0,Multifamily Housing,1,1077514;1077515;1077516;1077517;1077518;1077518;1083385;1083386;1083387,40.711565,-73.98654599999999,3.0,1.0,201.0,Lower East Side                                                            
1002590001,604.0,WATER STREET,MANHATTAN,10002,Yes,2949.0,84.9,153.0,,Manual,,954.75,136070.0,Multifamily Housing,1,1003212,40.711259999999996,-73.984533,3.0,1.0,202.0,Lower East Side                                                            
4021240056,,  63 ROAD,QUEENS,11375,Yes,7895.0,18.6,48.8,50.37,ABS,,134.91,87591.0,Multifamily Housing,1,4051134,,,,,,
1002600001,636.0,WATER STREET,MANHATTAN,10002,Yes,8376.0,,,,Manual,,,1190112.0,Multifamily Housing,10,1077520;1077521;1077522;1077523;1077524;1077524;1077526;1077527;1077528;1077529;1083388;1083389;1083390;1083391;1083392;1083393;1083394;1083395;1083404;1083405,40.711397,-73.98265,3.0,2.0,202.0,Lower East Side                                                            
1002600001,636.0,WATER STREET,MANHATTAN,10002,Yes,8377.0,,,,Manual,,,1391256.0,Multifamily Housing,10,1077520;1077521;1077522;1077523;1077524;1077524;1077526;1077527;1077528;1077529;1083388;1083389;1083390;1083391;1083392;1083393;1083394;1083395;1083404;1083405;1083396;1083397;1083398;1083399,40.711397,-73.98265,3.0,2.0,202.0,Lower East Side                                                            
1002600075,668.0,WATER STREET,MANHATTAN,10002,Yes,8376.0,,,,Manual,,,1190112.0,Multifamily Housing,1,1077520;1077521;1077522;1077523;1077524;1077524;1077526;1077527;1077528;1077529;1083388;1083389;1083390;1083391;1083392;1083393;1083394;1083395;1083404;1083405,40.711477,-73.98155,3.0,2.0,202.0,Lower East Side                                                            
1002600075,668.0,WATER STREET,MANHATTAN,10002,Yes,8377.0,,,,Manual,,,1391256.0,Multifamily Housing,1,1077520;1077521;1077522;1077523;1077524;1077524;1077526;1077527;1077528;1077529;1083388;1083389;1083390;1083391;1083392;1083393;1083394;1083395;1083404;1083405;1083396;1083397;1083398;1083399,40.711477,-73.98155,3.0,2.0,202.0,Lower East Side                                                            
4097150220,,BURDEN CRESCENT,QUEENS,11435,Yes,7855.0,71.2,106.5,50.73,ABS,,371.7,63360.0,Office,1,4207873,,,,,,
1002630008,453.0,F D R DRIVE,MANHATTAN,10002,Yes,2901.0,122.1,166.7,,Manual,,8237.08,974502.0,Multifamily Housing,1,1-00263-0008,40.712862,-73.97779799999999,3.0,2.0,202.0,Lower East Side                                                            
1002670001,305.0,MADISON STREET,MANHATTAN,10002,Yes,2951.0,81.6,146.9,,Manual,,953.88,141513.0,Multifamily Housing,2,1083402;1083403,40.713128999999995,-73.984637,3.0,1.0,202.0,Lower East Side                                                            
1002670037,371.0,MADISON STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,1,,40.713414,-73.982126,3.0,2.0,202.0,Lower East Side                                                            
1019930023,3117.0,BROADWAY,MANHATTAN,10027,Yes,12159.0,97.7,140.5,50.78,ABS,,453.32,60596.0,Multifamily Housing,1,1059839,40.812961,-73.960287,9.0,7.0,211.0,Morningside Heights                                                        
1002767503,31.0,MONROE STREET,MANHATTAN,10002,Yes,9069.0,,,3227.37,Manual,,,37361.0,Other,0,1088682,40.711538,-73.994968,3.0,1.0,8.0,Chinatown                                                                  
1002777501,25.0,MARKET STREET,MANHATTAN,10002,Yes,9821.0,53.3,194.7,,Manual,,420.2,84032.0,Multifamily Housing,1,1077812,40.71285,-73.994449,3.0,1.0,8.0,Chinatown                                                                  
