record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identificaiton_numbers_bins,street_number,street_name,borough,zip_code,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,community_council,census_tract,bin,nta
901,1007440001.0,,1-00744-0001,1013243,363,WEST   20 STREET,Manhattan,10011.0,Filed,85.4,85,117.6,117.2,36.31,Yes,ABS,Not Available,328.7,256.2,72.5,66553,62638.0,Multifamily Housing,1.0,40.744141,-74.001527,4.0,3.0,89.0,1013243.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
902,1007457502.0,,1-00745-7502,1013332,360,WEST   22 STREET,Manhattan,10011.0,Filed,63.6,63,122.3,121,Not Available,No,None,Not Available,944.6,450.2,494.4,228765,210014.0,Multifamily Housing,1.0,40.745313,-74.000617,4.0,3.0,89.0,1013332.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
903,1007467502.0,,1007467502,1013385,344,WEST   23 STREET,Manhattan,10011.0,Filed,67.4,66.9,119.9,119,38.91,Yes,ABS,Not Available,251.7,138,113.7,59331,53937.0,Multifamily Housing,1.0,40.745841999999996,-73.999812,4.0,3.0,93.0,1013385.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
904,1007467503.0,,1-00746-7503,1013429,249,8 AVENUE,Manhattan,10011.0,Filed,88.8,87.9,147.5,145.8,46.33,Yes,ABS,Not Available,1233.6,836.2,397.4,180000,163241.0,Multifamily Housing,1.0,40.744986,-73.998722,4.0,3.0,93.0,1013429.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
907,1007470028.0,,1007470028,1013456,323,WEST   23 STREET,Manhattan,10011.0,Filed,89.2,88.7,144,143.3,Not Available,Yes,ABS,Not Available,810,565.3,244.7,119020,120010.0,Multifamily Housing,1.0,40.745669,-73.999354,4.0,3.0,93.0,1013456.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
910,1007490001.0,,1-00749-0001,1013458,250,9 AVENUE,Manhattan,10001.0,Filed,125.6,Not Available,131,Not Available,Not Available,Yes,None,Not Available,1402.8,1402.8,0,197396,201369.0,Multifamily Housing,1.0,40.747904,-74.00028499999999,4.0,3.0,93.0,1013458.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
918,1007530048.0,,1-00753-0048,1013497,308,WEST   30 STREET,Manhattan,10001.0,Filed,81.4,80.7,116.6,115.9,32.63,Yes,ABS,Not Available,332.6,262.5,70.1,53400,53449.0,Multifamily Housing,1.0,40.749918,-73.995886,4.0,3.0,97.0,1013497.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
919,1007530051.0,,1-00753-0051,1013498,314,WEST   30 STREET,Manhattan,10001.0,Filed,73.3,73,107.2,106.9,Not Available,Yes,None,Not Available,394.2,304.9,89.3,70677,62824.0,Multifamily Housing,1.0,40.749973,-73.99600799999999,4.0,3.0,97.0,1013498.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
920,1007530056.0,,1-00753-0056,1013499;1013528,324,WEST   30 STREET,Manhattan,10001.0,Filed,101.3,101.1,138.9,138.5,Not Available,No,None,Not Available,1027.9,804.5,223.4,176000,147888.0,Multifamily Housing,3.0,40.750060999999995,-73.99620999999999,4.0,3.0,97.0,1013499.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
921,1007540001.0,,1-00754-0001,1013511,363,WEST   30 STREET,Manhattan,10001.0,Filed,82.6,82.4,160.7,160.6,Not Available,No,None,Not Available,402.9,187.1,215.8,74840,82853.0,Multifamily Housing,1.0,40.750409999999995,-73.996965,4.0,3.0,103.0,1013511.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
922,1007540051.0,,1-00754-0051,1013537,320,WEST   31 STREET,Manhattan,10001.0,Filed,3018493,3018493,3631456,3631456,17.53,No,Manual,Not Available,31001290,0,31001290,116000,116000.0,College/University,1.0,40.750637,-73.99568000000001,4.0,3.0,103.0,1013537.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
15911,3060690013.0,,3060690013,3322529,,,Brooklyn,,Not on Covered Buildings List,,Not Available,,Not Available,Not Available,,None,Not Available,,,,96952,,Multifamily Housing,,,,,,,,
923,1007540063.0,,1007540063,1013538,340,WEST   31 STREET,Manhattan,10001.0,Filed,9.5,9.5,29.9,29.9,0.99,Yes,ABS,Not Available,53.4,0,53.4,69003,82750.0,Parking,1.0,40.750808,-73.996084,4.0,3.0,103.0,1013538.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
924,1007540068.0,,1007540068,1013539,350,WEST   31 STREET,Manhattan,10001.0,Filed,40.5,40.6,127.2,127.3,10.85,Yes,None,82,211,0.2,210.8,64000,63200.0,Office,1.0,40.750893,-73.996286,4.0,3.0,103.0,1013539.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
925,1007540078.0,,1007540078,1013540,362,9 AVENUE,Manhattan,10001.0,Filed,54.4,54.4,151.4,151.5,Not Available,No,None,85,1638.4,244.2,1394.2,378546,338962.0,Office,1.0,40.751269,-73.997834,4.0,3.0,103.0,1013540.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
926,1007540078.0,,1007540078,1013540,362,9 AVENUE,Manhattan,10001.0,Filed,54.5,54.5,157.3,157.3,Not Available,No,None,89,1450,143,1307,335057,338962.0,Office,1.0,40.751269,-73.997834,4.0,3.0,103.0,1013540.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
927,1007570031.0,,1-00757-0031,1013547,461,8 AVENUE,Manhattan,10001.0,Filed,91.8,91.6,228.1,227.9,Not Available,No,None,76,4749.8,1370,3379.8,654067,611625.0,Office,1.0,40.751628000000004,-73.993882,4.0,3.0,103.0,1013547.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
928,1007570054.0,,1007570054,1013553;1084790,330,WEST   34 STREET,Manhattan,10001.0,Filed,44.6,44.6,100.2,100.2,22.08,No,Manual,98,2217.7,880.2,1337.5,634915,646464.0,Office,1.0,40.752619,-73.99450300000001,4.0,3.0,103.0,1013553.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
929,1007570066.0,,1-00757-0066,1013554,354,WEST   34 STREET,Manhattan,10001.0,Filed,120.5,120.1,242.5,242.1,83.87,No,Manual,Not Available,1403.4,608.1,795.3,176179,279392.0,Multifamily Housing,1.0,40.752825,-73.99499,4.0,3.0,103.0,1013554.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
12099,1007580016.0,,1007580016,1013558,,,Manhattan,,BBL not valid,,Not Available,,Not Available,Not Available,,,Not Available,,,1749.4,306718,,Office,,,,,,,,
930,1007580025.0,,1007580025,1013559,323,WEST   34 STREET,Manhattan,10001.0,Filed,7.4,7.4,23.3,23.3,Not Available,No,None,Not Available,61.5,0,61.5,102134,103191.0,Parking,1.0,40.752567,-73.99433,4.0,3.0,111.0,1013559.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
932,1007580082.0,,1007580082,1013562,440,   9 AVENUE         ,Manhattan,10001.0,Filed,94,93.6,208.9,208.5,Not Available,,None,84,2846.9,1171.5,1675.4,384610,342596.0,Office,1.0,40.753717,-73.996051,4.0,3.0,111.0,1013562.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
933,1007590018.0,,1-00759-0018,1013566,335,WEST   35 STREET,Manhattan,10001.0,Filed,115.2,114.5,156.7,155.9,25.58,Yes,ABS,Not Available,482.3,380.5,101.8,73106,73106.0,Other,1.0,40.753335,-73.994088,4.0,3.0,111.0,1013566.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
934,1007590037.0,,1007590037,1013575,501,8 AVENUE,Manhattan,10018.0,Filed,67.3,Not Available,158.2,Not Available,Not Available,Yes,None,89,1378.3,472.8,905.5,263139,266912.0,Office,1.0,40.752951,-73.992922,4.0,3.0,111.0,1013575.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
935,1007590045.0,,1-00759-0045,1013576,519,8 AVENUE,Manhattan,10018.0,Filed,67.2,67.2,169.5,169.7,15.65,Yes,ABS,87,1863.9,487.7,1376.2,355000,330291.0,Office,1.0,40.753384999999994,-73.992604,4.0,3.0,111.0,1013576.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
936,1007590061.0,,1007590061,1013582,334,WEST   36 STREET,Manhattan,10018.0,Filed,66.6,66.2,110.7,110.3,Not Available,No,None,84,239.6,146.7,92.9,58644,58644.0,Medical Office,1.0,40.753945,-73.99364399999999,4.0,3.0,111.0,1013582.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
937,1007590072.0,,1007590072,1013585,356,WEST   36 STREET,Manhattan,10018.0,Filed,79,78.6,109.4,109,Not Available,Yes,ABS,Not Available,338.4,261.8,76.6,74368,74368.0,Multifamily Housing,1.0,40.754134,-73.994088,4.0,3.0,111.0,1013585.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
938,1007600007.0,,1007600007,1013588,361,WEST   36 STREET,Manhattan,10018.0,Filed,83.8,Not Available,122.6,Not Available,Not Available,Yes,ABS,Not Available,245.8,178.4,67.4,50000,56513.0,Multifamily Housing,1.0,40.754183000000005,-73.994156,4.0,3.0,111.0,1013588.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
939,1007600012.0,,1007600012,1013590,347,WEST   36 STREET,Manhattan,10018.0,Filed,75.2,74.9,147.3,146.4,9.89,Yes,None,82,577.6,309.4,268.2,98454,98454.0,Office,1.0,40.754063,-73.993875,4.0,3.0,111.0,1013590.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
940,1007600021.0,,1007600021,1013594,329,WEST   36 STREET,Manhattan,10018.0,Filed,86.8,86.8,150.9,150.9,Not Available,No,None,84,727.2,451.5,275.7,115745,115763.0,Office,1.0,40.753906,-73.993514,4.0,3.0,111.0,1013594.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
941,1007600032.0,,1007600032,1013596,307,WEST   36 STREET,Manhattan,10018.0,Filed,74.2,74,159.4,159.3,Not Available,No,None,85,1108.1,411.5,696.6,219730,232459.0,Office,1.0,40.753717,-73.99306999999999,4.0,3.0,111.0,1013596.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
942,1007600043.0,,1007600043,1013599,531,8 AVENUE,Manhattan,10018.0,Filed,72.7,Not Available,175.1,Not Available,Not Available,Yes,None,78,762.8,240.8,522,134600,137003.0,Office,1.0,40.753840000000004,-73.992272,4.0,3.0,111.0,1013599.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
943,1007600055.0,,1007600055,1013601,320,WEST   37 STREET,Manhattan,10018.0,Filed,87.8,Not Available,146.7,Not Available,Not Available,No,None,80,500.7,334.5,166.2,75054,100244.0,Office,1.0,40.754436,-73.992915,4.0,3.0,111.0,1013601.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
944,1007600063.0,,1007600063,1013604,336,WEST   37 STREET,Manhattan,10018.0,Filed,67.4,Not Available,132.8,Not Available,23.83,Yes,None,92,640.7,339.2,301.5,121817,122817.0,Office,1.0,40.754573,-73.99324,4.0,3.0,111.0,1013604.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
945,1007600068.0,,1-00760-0068,1013606,352,WEST   37 STREET,Manhattan,10018.0,Filed,97.6,96.8,165.9,164.5,Not Available,No,None,Not Available,1013.4,599.3,414.1,167760,170978.0,Multifamily Housing,1.0,40.754709999999996,-73.993564,4.0,3.0,111.0,1013606.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
946,1007610020.0,,1007610020,1013617,325,WEST   37 STREET,Manhattan,10018.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,44,,275609,53844.0,Multifamily Housing,1.0,40.754484999999995,-73.992987,4.0,3.0,111.0,1013617.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
947,1007610022.0,,1007610022,1013618,313,WEST   37 STREET,Manhattan,10018.0,Filed,62.2,60.4,111.9,110.2,Not Available,No,None,94,400.1,243.9,156.2,83410,83410.0,Office,1.0,40.754384,-73.992742,4.0,3.0,111.0,1013618.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
948,1007610033.0,,1007610033,1013622,545,8 AVENUE,Manhattan,10018.0,Filed,,Not Available,,Not Available,40.52,No,Manual,Not Available,,,550.1,169596,166874.0,Office,1.0,40.754296000000004,-73.99194399999999,4.0,3.0,111.0,1013622.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
949,1007610037.0,,1007610037,1013623,555,8 AVENUE,Manhattan,10018.0,Filed,,Not Available,,Not Available,Not Available,Yes,ABS,Not Available,,,,150000,162260.0,Office,1.0,40.754477,-73.991814,4.0,3.0,111.0,1013623.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
950,1007610041.0,,1-00761-0041,1013625,306,WEST   38 STREET,Manhattan,10018.0,Filed,39.9,38.4,40.3,38.8,Not Available,No,None,100,235.3,235.3,0,78304,73698.0,Office,1.0,40.754933,-73.992186,4.0,3.0,111.0,1013625.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
7570,3010650031.0,,3-01065-0031,3024654,78,8 AVENUE,Brooklyn,11215.0,Filed,,Not Available,,Not Available,44.47,Yes,ABS,Not Available,,201.7,,51654,51654.0,Multifamily Housing,1.0,40.673314000000005,-73.973085,6.0,39.0,157.0,3024654.0,Park Slope-Gowanus                                                         
953,1007610059.0,,1007610059,1013628,344,WEST   38 STREET,Manhattan,10018.0,Filed,95,94.7,142.8,143,Not Available,No,None,Not Available,536.3,376.5,159.8,95392,95402.0,Multifamily Housing,1.0,40.755259,-73.992954,4.0,3.0,111.0,1013628.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
954,1007620011.0,,1007620011,1013637,341,WEST   38 STREET,Manhattan,10018.0,Filed,74.3,72.5,133.5,131.6,5.48,Yes,ABS,85,255.4,137.9,117.5,54395,54935.0,Office,1.0,40.755237,-73.992864,4.0,3.0,115.0,1013637.0,Clinton                                                                    
955,1007620014.0,,1007620014,1013639,335,WEST   38 STREET,Manhattan,10018.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,255,,53092,50968.0,Multifamily Housing,1.0,40.755188000000004,-73.99274100000001,4.0,3.0,115.0,1013639.0,Clinton                                                                    
957,1007620033.0,,1007620033,1013644,575,8 AVENUE,Manhattan,10018.0,Filed,78.6,Not Available,172.6,Not Available,Not Available,Yes,None,84,1479.7,604.6,875.1,246547,224400.0,Office,1.0,40.754952,-73.991467,4.0,3.0,115.0,1013644.0,Clinton                                                                    
958,1007620042.0,,1007620042,1013646,589,8 AVENUE,Manhattan,10018.0,Filed,82.8,80.8,153.5,151.5,6.38,Yes,None,89,758.3,443.8,314.5,117850,112700.0,Office,1.0,40.755155,-73.99131899999999,4.0,3.0,115.0,1013646.0,Clinton                                                                    
14387,4026030072.0,,,,57-01,49 STREET,Queens,11378.0,No Submission Matched to BBL,,,,,,No,None,,,,,,63840.0,,1.0,,,,,,,
959,1007620050.0,,1007620050,1013650,318,WEST   39 STREET,Manhattan,10018.0,Filed,71.3,Not Available,140.1,Not Available,Not Available,Yes,None,92,845.1,440.4,404.7,156446,156508.0,Office,1.0,40.755657,-73.991976,4.0,3.0,115.0,1013650.0,Clinton                                                                    
964,1007630018.0,,1007630018,1013681,333,WEST   39 STREET    ,Manhattan,10018.0,Filed,84,82.4,166.8,165.2,Not Available,,None,87,605.7,316.9,288.8,92337,93661.0,Office,1.0,40.755792,-73.99225,4.0,3.0,115.0,1013681.0,Clinton                                                                    
970,1007637502.0,,1007637502,1013682,1050,WEST 39 STREET,Manhattan,10018.0,Filed,66.3,66.3,124.3,124.4,Not Available,Yes,None,92,268.8,153.6,115.2,52570,75774.0,Office,1.0,,,,,,,
965,1007630024.0,,1007630024,1013683,315,WEST   39 STREET,Manhattan,10018.0,Filed,53.4,Not Available,109.1,Not Available,12.9,Yes,ABS,91,642,317.9,324.1,153821,132684.0,Office,1.0,40.755638,-73.99188199999999,4.0,3.0,115.0,1013683.0,Clinton                                                                    
966,1007630049.0,,1-00763-0049,1013691,314,WEST   40 STREET,Manhattan,10018.0,Filed,70,70.1,175.1,175.3,15.2,Yes,ABS,72,339.7,95.6,244.1,61250,68060.0,Office,1.0,40.756242,-73.991442,4.0,3.0,115.0,1013691.0,Clinton                                                                    
972,1007640001.0,,1007640001,1013711,80,8 AVENUE,Manhattan,10011.0,Filed,65.6,Not Available,146.5,Not Available,Not Available,No,None,87,845.9,342.2,503.7,164609,185198.0,Office,1.0,40.739851,-74.002439,4.0,3.0,81.0,1013711.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
7571,3010650037.0,,3010650037,1013711,90,8 AVENUE,Brooklyn,11215.0,Filed,66.8,Not Available,99.8,Not Available,Not Available,Yes,ABS,Not Available,289.7,204.8,84.9,73400,73400.0,Multifamily Housing,1.0,40.673072999999995,-73.973247,6.0,39.0,157.0,3024655.0,Park Slope-Gowanus                                                         
975,1007650041.0,,1007650041,1013776,90,7 AVENUE,Manhattan,10011.0,Filed,70.7,68.8,107.3,105,Not Available,No,None,Not Available,876.1,654.3,221.8,161450,141491.0,Multifamily Housing,1.0,40.739612,-73.998925,4.0,3.0,81.0,1013776.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
976,1007660039.0,,1007660039,1013813,100,7 AVENUE,Manhattan,10011.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,317.7,,101221,101221.0,Multifamily Housing,1.0,40.739974,-73.99865799999999,4.0,3.0,81.0,1013813.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
979,1007667503.0,,1-00766-7503,1013814,206,WEST   17 STREET,Manhattan,10011.0,Filed,84.8,84.7,173.3,173.4,25.46,Yes,ABS,Not Available,484.6,235.7,248.9,74435,69860.0,Multifamily Housing,1.0,40.740693,-73.998838,4.0,3.0,81.0,1013814.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
985,1007677502.0,,1-00767-7502,1013847,257,WEST   17 STREET,Manhattan,10011.0,Filed,75.5,75.3,130.8,130.7,Not Available,No,None,Not Available,392,224.7,167.3,83333,95919.0,Multifamily Housing,1.0,40.741135,-73.999845,4.0,3.0,81.0,1013847.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
982,1007670012.0,,1-00767-0012,1013848,249,WEST   17 STREET    ,Manhattan,10011.0,Filed,,Not Available,,Not Available,Not Available,,None,Not Available,332.2,0,332.2,Not Available,108768.0,Office,1.0,40.741066,-73.99968199999999,4.0,3.0,81.0,1013848.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
983,1007670015.0,,1-00767-0015,1013849,245,WEST   17 STREET,Manhattan,10011.0,Filed,13.1,13.1,41,41,2.63,Yes,ABS,Not Available,160.1,0,160.1,150696,118945.0,Office,1.0,40.741034,-73.999599,4.0,3.0,81.0,1013849.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
984,1007670015.0,,1-00767-0015,1013849,245,WEST   17 STREET,Manhattan,10011.0,Filed,,Not Available,,Not Available,Not Available,Yes,ABS,Not Available,188.3,0,188.3,Not Available,118945.0,Office,1.0,40.741034,-73.999599,4.0,3.0,81.0,1013849.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
981,1007670012.0,,1-00767-0012,1013849,249,WEST   17 STREET    ,Manhattan,10011.0,Filed,10.3,10.3,32.2,32.2,Not Available,,None,Not Available,138.9,0,138.9,166544,108768.0,Office,1.0,40.741066,-73.99968199999999,4.0,3.0,81.0,1013848.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
988,1007680059.0,,1-00768-0059,1013885,238,WEST   19 STREET,Manhattan,10011.0,Filed,73.1,72.7,130.8,129.9,29.74,Yes,None,Not Available,725.8,395,330.8,157364,157364.0,Multifamily Housing,1.0,40.74214,-73.998636,4.0,3.0,87.0,1013885.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
