order,property_id,property_name,parent_property_id,parent_property_name,city_building,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,address_2_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,kerosene_use_kbtu,propane_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,annual_maximum_demand_kw,annual_maximum_demand_mm,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,latitude,longitude,community_board,council_district,census_tract,nta
37,1273008,Two Penn Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1007819002,1007819002,1083026,2 Penn Plaza,Not Available,10121,2,Penn Plaza,Manhattan,1560607.0,1482425,Office,"Bank Branch, Office, Other - Restaurant/Bar",Office,1442502.0,Other - Restaurant/Bar,20259,Bank Branch,19664,1965,1,95,Whole Building,Whole Building,59,182.6,179,82.5,80.5,15.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.48029971E7,Not Available,Not Available,Not Available,Not Available,7.74293147E7,2.26932313E7,2.23727102E7,Not Available,Not Available,9532.3,0,9532.3,20730.2,13.98,No,2019-04-26T17:13:36.000,40.750017,-73.991345,105.0,3.0,101.0,Midtown-Midtown South
38,1273025,90 Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1008690034,1008690034,1017595,90 Park Ave,Not Available,10016,90,Park Ave,Manhattan,927829.0,888431,Office,"Bank Branch, Fast Food Restaurant, Office, Other, Parking",Office,855369.0,Parking,26555,Other,13733,1964,1,100,Whole Building,Whole Building,57,198.3,196,99,97.2,14.5,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.32618073E7,Not Available,Not Available,555972.7,5559.7,4.41270843E7,1.29329071E7,1.28958516E7,Not Available,Not Available,6639.2,29.5,6609.6,18331.1,20.63,No,2019-04-26T17:13:37.000,40.750504,-73.978865,106.0,4.0,82.0,Murray Hill-Kips Bay
39,1273033,888 Seventh Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1010280029,1010280029,1024895,888 Seventh Ave,Not Available,10019,888,Seventh Ave,Manhattan,866359.0,848010,Office,"Office, Parking, Restaurant",Office,833901.0,Parking,72752,Restaurant,14109,1970,1,100,Whole Building,Whole Building,55,194.7,193.3,88.4,87.4,16.2,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.80507934E7,Not Available,Not Available,29001,290,4.69025145E7,13746339,1.37178373E7,Not Available,Not Available,5836.2,1.5,5834.7,18389,21.68,No,2019-04-26T17:13:37.000,40.765015000000005,-73.980416,105.0,4.0,137.0,Midtown-Midtown South
40,1273461,"680 Fifth Avenue Associates, L.P.",Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012690041,1012690041,1034532,680 Fifth Avenue,Not Available,10019,680,Fifth Avenue,Manhattan,205020.0,230193,Office,"Financial Office, Office, Retail Store",Office,169672.0,Retail Store,41456,Financial Office,19065,1957,1,100,Whole Building,Not Available,61,144.3,143.9,74.6,75,9.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9324825.4,Not Available,Not Available,Not Available,Not Available,7856118.8,2302496.4,2264283.3,Not Available,Not Available,1284.5,0,1284.5,Not Available,Not Available,No,2019-04-23T16:31:00.000,40.760703,-73.975634,105.0,4.0,104.0,Midtown-Midtown South
41,1276621,731 Lexington Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1013137501,1013137501,1086160;1037168;1037169;1037171,731 Lexington Ave,Not Available,10022,731,Lexington Ave,Manhattan,1402032.0,1339563,Office,"Bank Branch, Data Center, Fast Food Restaurant, Multifamily Housing, Office, Restaurant, Retail Store, Wholesale Club/Supercenter",Office,905021.0,Multifamily Housing,247991,Wholesale Club/Supercenter,85082,2003,1,100,Whole Building,Whole Building,63,337.9,335,133.5,132.3,32.3,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29376285,Not Available,Not Available,599627.1,5996.3,1.488150983E8,4.36152052E7,43239061,Not Available,Not Available,14585.5,31.8,14553.7,34287,25.6,No,2019-04-26T17:13:37.000,40.761887,-73.96842099999999,106.0,4.0,11203.0,Turtle Bay-East Midtown
42,1295925,10769-Fresh Meadows,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,4071170130,4071170130,4153294,6111 188th Street,Not Available,11365,6111,188th Street,Queens,145680.0,143975,Retail Store,Retail Store,Retail Store,143975.0,Not Available,Not Available,Not Available,Not Available,2004,1,100,Whole Building,Whole Building,55,149,144.8,98.6,93.9,8.9,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,877793,Not Available,8708696.6,255400,2644.9,4357229.6,1277030.8,1277030.8,Not Available,Not Available,Not Available,13.6,Not Available,619,4.3,Yes,2019-04-22T16:02:50.000,40.740254,-73.78639,408.0,23.0,1347.0,Fresh Meadows-Utopia
43,1296055,10781-Ceasar's Bay,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,3064910011,3064910011,3345609,8973 Bay Parkway Suite 1,Not Available,11214,8973,Bay Parkway,Brooklyn,,133882,Retail Store,Retail Store,Retail Store,133882.0,Not Available,Not Available,Not Available,Not Available,2004,1,100,Whole Building,Whole Building,58,144,144.5,67.7,68.1,12.2,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3481699.5,35357.1,5580830.8,1635647.7,1635750.5,Not Available,Not Available,657.6,184.9,472.6,Not Available,Not Available,,2019-04-22T16:02:51.000,40.595105,-74.000904,311.0,43.0,294.0,Bensonhurst West
44,1296056,10782-Staten Island,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,5012500090,5012500090,5141900,2239 Forrest Avenue,Not Available,10303,2239,Forrest Avenue,Staten Island,91100.0,91047,Retail Store,Retail Store,Retail Store,91047.0,Not Available,Not Available,Not Available,Not Available,2004,1,100,Whole Building,Whole Building,79,111.3,87,40.8,41.1,7.4,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,157500,1944.3,2311998.5,677607.9,677607.9,Not Available,Not Available,309.8,8.4,301.5,1362.4,14.96,Yes,2019-04-22T16:02:51.000,,,,,,
45,1327499,Times Square Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1009940001,1009940001,1086069,7 Times Square,Not Available,10036,7,Times Square,Manhattan,,1184834,Office,"Office, Retail Store",Office,1176909.0,Retail Store,7925,Not Available,Not Available,2003,1,100,Whole Building,Whole Building,62,164.3,163.4,65.7,65.4,15.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14586309,Not Available,Not Available,Not Available,Not Available,63247539,1.85367911E7,1.84174627E7,Not Available,Not Available,6324.9,0,6324.9,21454.6,18.11,,2019-06-03T11:38:05.000,40.755915,-73.986681,105.0,3.0,113.0,Midtown-Midtown South
46,1329076,599 Lexington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1013070023,1013070023,1036467,599 Lexington,Not Available,10022,599,Lexington,Manhattan,984485.0,1059041,Office,Office,Office,1059041.0,Not Available,Not Available,Not Available,Not Available,1986,1,100,Whole Building,Whole Building,54,180.5,179.6,70.4,70,17.5,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.05715833E7,Not Available,Not Available,365452.5,3654.5,6.36054388E7,1.86416855E7,1.85503215E7,Not Available,Not Available,6108.1,19.4,6088.7,15170.4,14.32,No,2019-06-03T11:38:13.000,,,,,,
47,1329973,55 Fifth Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1005707501,1-00570-7501,1009373,55 Fifth Avenue,Not Available,10003,55,Fifth Avenue,Manhattan,329175.0,295055,Office,Office,Office,295055.0,Not Available,Not Available,Not Available,Not Available,1920,1,100,Whole Building,Whole Building,55,196,195.6,107.1,106.9,12.9,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.17745819E7,Not Available,Not Available,6779900.1,65028.7,1.30488949E7,3824411.9,3812648,Not Available,Not Available,2247,360.1,1886.9,Not Available,Not Available,No,2019-04-30T15:05:20.000,40.734877000000004,-73.994422,102.0,2.0,61.0,West Village
48,1390799,650 Fifth Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012670041,1012670041,1034517,650 Fifth Avenue,Not Available,10019,650,Fifth Avenue,Manhattan,336010.0,387664,Office,"Fast Food Restaurant, Food Sales, Office, Retail Store",Office,303153.0,Retail Store,84511,Fast Food Restaurant,0,1979,1,85,Whole Building,Not Available,77,161.4,161.3,71.4,71.3,13.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9325635.8,Not Available,Not Available,Not Available,Not Available,1.83358103E7,5373918,5373918,Not Available,Not Available,2172.1,0,2172.1,4823.9,12.44,No,2019-04-15T14:40:26.000,40.759789000000005,-73.97654399999999,105.0,4.0,104.0,Midtown-Midtown South
49,1406101,11 West 42nd street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012580021,1-01258-0021,1034198,11 West 42nd street,Not Available,10036,11,West 42nd,Manhattan,792705.0,948747,Office,"College/University, Office",Office,840623.0,College/University,108124,Not Available,Not Available,1927,1,100,Whole Building,Whole Building,61,180.1,180.1,149.1,149.1,3.9,1.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.287149027E8,1287149,1.27441263E7,3735089.3,3735089.3,Not Available,Not Available,7916,6836.7,1079.3,22407.1,23.62,Yes,2019-04-30T11:46:03.000,,,,,,
50,1406679,Colgate Palmolive Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012850036,1-01285-0036,1081146,300 Park Avenue,Not Available,10022,300,Park Avenue,Manhattan,645483.0,777658,Office,"Financial Office, Food Service, Office",Office,764330.9,Financial Office,8949.4,Food Service,4377.7,1955,1,100,Whole Building,Whole Building,62,181.6,191.9,91.3,99.9,13.2,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.35093439E7,Not Available,Not Available,2354880,23548.8,3.51494811E7,1.03017224E7,1.03017224E7,Not Available,Not Available,5326.9,125.1,5201.8,8023.9,10.32,No,2019-04-23T14:06:41.000,40.756802,-73.974271,105.0,4.0,102.0,Midtown-Midtown South
51,1407339,Chrysler East Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012970033,1-01297-0033,1036161,666 Third Avenue,Not Available,10017,666,Third Avenue,Manhattan,666376.0,769421,Office,"Financial Office, Office, Other",Office,759638.0,Other,5097,Financial Office,4686,1951,1,80,Whole Building,Not Available,63,155.3,153.4,72.2,70.6,12.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.26156093E7,Not Available,Not Available,Not Available,Not Available,3.29518133E7,9657622.9,9657622.9,Not Available,Not Available,4292.3,0,4292.3,Not Available,Not Available,No,2019-06-06T10:55:48.000,40.751049,-73.974252,106.0,4.0,92.0,Turtle Bay-East Midtown
52,1407848,Metlife Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012809010,1-01280-9010,1085735,200 Park Ave,Not Available,10166,200,Park Ave,Manhattan,2768775.0,2993388,Office,"K-12 School, Office, Other, Parking, Restaurant",Office,2939280.3,Parking,69235,Restaurant,39213,1963,1,85,Whole Building,Not Available,32,239.6,239.6,127.8,127.8,15.8,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.138123897E8,Not Available,Not Available,7244369,72443.7,1.615460778E8,4.73464414E7,4.73464414E7,Not Available,Not Available,28262.9,384.8,27878.1,Not Available,Not Available,No,2019-04-23T15:29:26.000,40.754162,-73.976557,105.0,4.0,92.0,Turtle Bay-East Midtown
53,1407884,CitySpire,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1010087503,1-01008-7503,1076177,156 West 56th Street,Sute 200,10019,156,West 56th,Manhattan,847000.0,373640,Office,"Fast Food Restaurant, Office, Restaurant",Office,369742.0,Restaurant,2063,Fast Food Restaurant,1835,1988,1,100,Whole Building,Whole Building,32,264.4,Not Available,102.2,Not Available,25.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4909226.3,Not Available,Not Available,Not Available,Not Available,3.31211959E7,9707266.1,9671034.8,Not Available,Not Available,3138.5,Not Available,3131,20009.3,53.55,No,2019-04-30T11:38:07.000,,,,,,
54,1409171,NE - COURT SQUARE I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,4000790030,4000790030,4307108,1 Court Square,Long Island City,11101,1,Court Square,Queens,1359110.0,1436950,Office,"Financial Office, Library, Office, Restaurant",Office,1418610.0,Financial Office,10561,Restaurant,5644,1985,1,100,Whole Building,Not Available,69,152,153.6,54.8,55.4,16,0,Not Available,176645.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,938639.9,9386.4,7.76030905E7,2.27441621E7,2.29879183E7,Not Available,Not Available,6635.2,63,6572.2,19127,13.31,Yes,2019-05-01T15:08:31.000,40.746704,-73.943476,402.0,26.0,19.0,Hunters Point-Sunnyside-West Maspeth
55,1409173,NE - COURT SQUARE II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,4004377501,4004377501,4000000,2 Court Square,Long Island City,11120,2,Court Square,Queens,524274.0,528060,Office,Office,Office,528060.0,Not Available,Not Available,Not Available,Not Available,2007,1,100,Whole Building,Not Available,76,149.2,149.2,62.6,62.8,14,0.1,Not Available,879674.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6972464.8,71523.2,2.52047391E7,7387085.6,7367847.7,Not Available,Not Available,2570.2,435.6,2134.6,5286.9,10.01,No,2019-05-01T15:08:31.000,40.747571,-73.943522,402.0,26.0,19.0,Hunters Point-Sunnyside-West Maspeth
56,1416310,345 Park Ave LP,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1013060001,1013060001,1036460,345 Park Ave,Not Available,10154,345,Park Ave,Manhattan,1712218.0,1842494,Office,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Food Service, Office, Parking, Restaurant",Office,1798735.0,Parking,47077,Data Center,15012,1969,1,100,Whole Building,Whole Building,44,284,279.4,150.9,147.1,18.8,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.580125282E8,Not Available,Not Available,1572214.4,15722.1,1.183848271E8,34696604,3.46744064E7,Not Available,Not Available,20601.3,83.5,20517.8,39526.8,21.45,No,2019-04-30T19:12:14.000,40.758171000000004,-73.973246,105.0,4.0,100.0,Turtle Bay-East Midtown
57,1418514,Kimmel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1014430020,1-01443-0020,1044756,351 E 68 St,Not Available,10065,351,E 68,Manhattan,62200.0,60274,Medical Office,"Medical Office, Office, Other",Medical Office,29790.0,Office,18341,Other,12093,2003,1,100,Whole Building,Not Available,Not Available,316,313,140.4,139.4,26.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2907644.2,Not Available,Not Available,Not Available,Not Available,5547002.3,1625733.2,1606505.3,Not Available,Not Available,662.8,0,662.8,Not Available,Not Available,No,2019-04-05T15:58:05.000,,,,,,
58,1418604,250 Park Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012820034,1012820034,1035405,250 Park Avenue,Not Available,10177,250,Park Avenue,Manhattan,519783.0,465541,Office,"Bank Branch, Office",Office,448402.0,Bank Branch,17139,Not Available,Not Available,1922,1,85,Whole Building,Whole Building,54,176.4,174.8,82.6,81.3,14.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.59986362E7,Not Available,Not Available,Not Available,Not Available,2.24626726E7,6583432,6570988.9,Not Available,Not Available,2964.6,0,2964.6,10324.6,22.18,No,2019-04-22T11:03:46.000,40.755018,-73.97556800000001,105.0,4.0,94.0,Midtown-Midtown South
59,1422222,415 Madison Avenue LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012840021,1012840021,1035439,415 Madison Avenue,Not Available,10017,415,Madison Avenue,Manhattan,228064.0,237258,Office,"Financial Office, Office",Office,237258.0,Financial Office,0,Not Available,Not Available,1956,1,100,Whole Building,Whole Building,78,126,125.4,49.3,49,12.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1780178.6,Not Available,Not Available,Not Available,Not Available,9910179.8,2904507.2,2892740,Not Available,Not Available,957.5,0,957.5,3182,13.41,No,2019-04-30T19:12:14.000,40.756808,-73.976343,105.0,4.0,94.0,Midtown-Midtown South
