,dbn,district,school,principal,_school_support_organization,progress_report_type,school_level_,peer_index_,overall_grade,overall_score,environment_category_score,environment_grade,performance_category_score,performance_grade,progress_category_score,progress_grade,additional_credit,_progress_report_grade,_quality_review_score,_federal_accountability_status
289,06M278,6.0,P.S./I.S. 278,Maureen Guido,LLSO,ESMS,K-8,60.01,A,81.7,12.5,A,16.5,B,46.7,A,6.0,A,Well Developed,In Good Standing
290,06M293,6.0,CITY COLLEGE ACADEMY OF THE ARTS,Bernadette Drysdale,CUNY,ESMS,Middle School,3.02,A,94.4,13.4,A,20.2,A,54.8,A,6.0,B,Well Developed,In Good Standing
291,06M311,6.0,AMISTAD DUAL LANGUAGE SCHOOL,Miriam Pedraja,New Visions,ESMS,K-8,52.04,B,63.8,10.8,A,19.3,A,27.7,B,6.0,A,Well Developed,In Good Standing
292,06M314,6.0,MUSCOTA,Tomasz Grabski,ESO,ESMS,Elementary School,42.58,B,49.2,10.5,A,6.1,D,31.1,B,1.5,F,Proficient,In Good Standing
293,06M319,6.0,M.S. 319 - MARIA TERESA,Ysidro Abreu,CEI-PEA,ESMS,Middle School,2.75,A,101.2,15.0,A,21.6,A,52.6,A,12.0,A,Outstanding,In Need of Improvement - Year 1
294,06M321,6.0,M.S. 321 - MINERVA,Pamela Russell-Glover,CLSO,ESMS,Middle School,2.68,D,36.9,6.4,C,11.5,D,16.0,D,3.0,B,Proficient,In Good Standing
295,06M322,6.0,MIDDLE SCHOOL 322,Erica Zigelman,CEI-PEA,ESMS,Middle School,2.8,A,76.7,9.5,B,15.9,B,43.8,A,7.5,B,Well Developed,In Need of Improvement - Year 1
296,06M324,6.0,M.S. 324 - PATRIA,Janet Heller,CEI-PEA,ESMS,Middle School,2.7,A,96.7,15.0,A,20.5,A,53.7,A,7.5,A,Well Developed,In Good Standing
297,06M325,6.0,P.S. 325,Gary H. Cruz,Fordham,ESMS,Elementary School,65.65,B,47.0,5.7,C,7.4,D,32.4,B,1.5,C,Well Developed,In Good Standing
298,06M326,6.0,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Sharon Weissbrot,LLSO,ESMS,Middle School,2.66,A,84.5,10.6,A,15.9,B,49.0,A,9.0,C,Proficient,In Need of Improvement - Year 1
299,06M328,6.0,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,Jorge Estrella,CEI-PEA,ESMS,Middle School,2.77,B,53.3,8.8,B,15.6,B,27.4,B,1.5,A,Well Developed,In Good Standing
300,06M346,6.0,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,Sandra Maldonado,New Visions,ESMS,Middle School,2.88,B,57.6,11.7,A,13.2,C,30.4,B,2.25,,Proficient,In Good Standing
301,06M348,6.0,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Brett Kimmel,ESO,ESMS,Middle School,2.98,B,55.9,14.7,A,19.8,A,21.4,C,0.0,,Well Developed,In Good Standing
302,06M349,6.0,HARBOR HEIGHTS,Monica Klehr,ESO,ESMS,Middle School,2.79,C,42.9,9.1,B,1.5,F,28.5,B,3.75,C,Proficient,In Good Standing
303,06M368,6.0,HAMILTON HEIGHTS SCHOOL,Alva Buxenbaum,ICI,ESMS,Elementary School,48.79,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,In Good Standing
305,06M462,6.0,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,Juan Alvarez,ESO,HS,High School,2.1,A,80.4,12.7,A,14.0,B,46.7,A,7.0,A,Well Developed,In Good Standing
306,07X427,7.0,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,Sue-Ann Rosch,ESO,HS,High School,2.08,C,42.7,7.8,B,16.6,A,18.3,D,0.0,C,Well Developed,In Good Standing
307,06M463,6.0,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,Janet Saraceno,ESO,HS,High School,2.12,A,64.2,8.4,B,17.3,A,34.5,B,4.0,A,Well Developed,In Good Standing
308,06M467,6.0,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,Nicholas Politis,ESO,HS,High School,2.27,A,77.2,13.2,A,16.4,A,42.6,A,5.0,A,Well Developed,In Good Standing
309,06M468,6.0,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,Harris Marmor,ESO,HS,High School,2.11,A,73.7,8.6,B,15.6,B,42.5,A,7.0,A,Well Developed,In Good Standing
310,06M528,6.0,I.S. 528 BEA FULLER RODGERS SCHOOL,Norma Perez,ESO,ESMS,Middle School,3.07,B,65.6,10.6,A,18.7,A,31.8,B,4.5,B,Well Developed,In Good Standing
311,06M540,6.0,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,Henry Rubio,LLSO,HS,High School,2.77,B,47.9,5.6,B,8.2,C,31.1,B,3.0,B,Proficient,In Good Standing
312,06M552,6.0,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,Juan Villar,ESO,HS,High School,1.83,A,100.4,14.2,A,21.2,A,60.0,A,5.0,A,Proficient,In Need of Improvement - Year 1
313,06M692,6.0,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",William Dugan,ESO,HS,High School,3.75,A,74.9,10.4,A,20.9,A,43.6,A,0.0,A,Well Developed,In Good Standing
314,07X001,7.0,P.S. 001 COURTLANDT SCHOOL,Jorge Perdomo,ICI,ESMS,Elementary School,63.9,C,39.4,7.3,B,8.6,C,22.0,C,1.5,D,Proficient,In Corrective Action
315,07X005,7.0,P.S. 005 PORT MORRIS,Mary Padilla,LLSO,ESMS,Elementary School,63.15,B,48.2,10.5,A,15.4,B,22.3,C,0.0,B,Well Developed,In Need of Improvement - Year 2
316,07X018,7.0,P.S. 018 JOHN PETER ZENGER,Jeanene Worrell-Breeden,ICI,ESMS,Elementary School,61.63,B,56.3,7.6,B,10.2,C,34.0,A,4.5,D,Well Developed,In Corrective Action
317,07X025,7.0,P.S. 025 BILINGUAL SCHOOL,Miriam Martinez Diaz,LLSO,ESMS,K-8,67.83,D,23.4,10.0,B,8.4,D,5.0,F,0.0,C,Proficient,In Corrective Action
318,07X029,7.0,P.S./M.S. 029 MELROSE SCHOOL,Meredith Gotlin,ESO,ESMS,K-8,63.4,B,66.2,7.7,C,14.0,B,37.0,A,7.5,D,Well Developed,In Good Standing
319,07X030,7.0,P.S. 030 WILTON,Roxan  Marks,ESO,ESMS,Elementary School,66.35,C,32.7,11.0,A,9.0,C,11.9,D,0.75,C,Well Developed,Planning for Restructuring
320,07X031,7.0,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,Liza Diaz,ESO,ESMS,K-8,62.65,C,42.9,8.2,B,13.0,C,21.7,C,0.0,C,Well Developed,In Good Standing
321,07X043,7.0,P.S. 043 JONAS BRONCK,Giovanna Delucchi,ESO,ESMS,Elementary School,66.23,A,65.6,9.3,A,13.6,B,35.2,A,7.5,C,Well Developed,Planning for Restructuring
322,07X049,7.0,P.S. 049 WILLIS AVENUE,Laura Galloway,ICI,ESMS,Elementary School,66.89,A,64.8,8.0,B,15.5,B,36.0,A,5.25,B,Proficient,In Need of Improvement - Year 1
323,07X065,7.0,P.S. 065 MOTHER HALE ACADEMY,Tashon Mckeithan,ICI,ESMS,Elementary School,64.03,D,29.1,4.9,C,7.8,C,16.4,C,0.0,C,Proficient,In Corrective Action
324,07X151,7.0,J.H.S. 151 LOU GEHRIG,John Piazza,CEI-PEA,ESMS,Middle School,2.72,B,63.6,9.1,B,14.5,B,35.5,A,4.5,B,Proficient,Restructuring - Year 3
325,07X154,7.0,P.S. 154 JONATHAN D. HYATT,Cynthia Ballard,ESO,ESMS,Elementary School,68.64,C,37.5,8.5,B,13.3,B,14.2,D,1.5,B,Well Developed,In Good Standing
326,07X156,7.0,P.S. 156 BENJAMIN BANNEKER,James Lee,ICI,ESMS,Elementary School,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,F,,Restructuring - Year 3
328,07X157,7.0,P.S. 157 GROVE HILL,Ramona Duran,ICI,ESMS,Elementary School,61.89,B,53.0,10.5,A,14.5,B,25.0,B,3.0,A,Well Developed,In Need of Improvement - Year 2
329,07X161,7.0,P.S. 161 PONCE DE LEON,Pablo Lasalle,ESO,ESMS,Elementary School,67.89,A,81.0,11.6,A,17.6,A,45.8,A,6.0,A,Well Developed,In Need of Improvement - Year 2
330,07X162,7.0,J.H.S. 162 LOLA RODRIGUEZ DE TIO,Maryann Manzolillo,ESO,ESMS,Middle School,3.02,B,57.1,6.8,B,14.6,B,33.4,B,2.25,B,Proficient,Restructuring - Year 3
331,07X179,7.0,P.S. 179,Sherry Font Williams,ESO,ESMS,Elementary School,64.02,B,58.9,11.8,A,14.6,B,31.0,B,1.5,F,Well Developed,In Good Standing
332,07X203,7.0,M.S. 203,William Hewlett Jr,CLSO,ESMS,Middle School,2.72,B,50.3,7.1,B,11.7,D,29.2,B,2.25,C,Proficient,In Need of Improvement - Year 2
333,07X220,7.0,P.S. 220 MOTT HAVEN VILLAGE SCHOOL,Michele Kahn,LLSO,ESMS,Elementary School,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,F,,Planning for Restructuring
335,07X221,7.0,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,Ellen Reddon Flanagan,ESO,ESMS,Middle School,2.95,C,45.1,8.6,B,14.5,B,22.0,C,0.0,B,Well Developed,In Good Standing
336,07X221,7.0,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,Ellen Reddon Flanagan,ESO,HS,High School,2.2,A,87.4,10.0,A,17.8,A,49.6,A,10.0,,Well Developed,In Good Standing
337,07X223,7.0,M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,Ramon Gonzalez,ESO,ESMS,Middle School,3.02,A,71.5,10.9,A,16.0,B,40.1,A,4.5,B,Well Developed,In Good Standing
338,07X224,7.0,P.S. / I.S. 224,Charles Johnson,ESO,ESMS,Middle School,2.63,A,72.3,9.2,B,15.0,B,41.3,A,6.75,D,Proficient,In Need of Improvement - Year 2
339,07X277,7.0,P.S. 277,Cheryl Tyler,ICI,ESMS,Elementary School,63.16,D,32.4,5.8,C,6.2,D,18.1,C,2.25,D,Proficient,In Need of Improvement - Year 1
340,07X296,7.0,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,Roshone Ault,CEI-PEA,ESMS,Middle School,2.64,D,38.6,7.4,B,11.0,D,19.4,C,0.75,A,Proficient,In Good Standing
341,07X298,7.0,ACADEMY OF PUBLIC RELATIONS,Amy Andino,CEI-PEA,ESMS,Middle School,2.63,B,54.2,7.7,B,12.4,C,29.6,B,4.5,A,Proficient,In Good Standing
342,07X321,7.0,CROTONA ACADEMY HIGH SCHOOL,Anthony Harris,ESO,HS,Transfer School,2.19,B,56.2,12.0,A,15.8,A,27.1,B,1.3,,Well Developed,In Need of Improvement - Year 2
343,07X343,7.0,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Rose-Marie Mills,ESO,ESMS,Middle School,2.79,A,68.7,10.9,A,16.4,B,35.4,B,6.0,A,Proficient,In Good Standing
344,07X473,7.0,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,Ana Maldonado,ESO,HS,High School,1.98,A,75.4,11.4,A,17.5,A,41.5,A,5.0,A,Proficient,In Good Standing
345,07X500,7.0,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Nicholas Paarlberg,CUNY,ESMS,Middle School,3.12,B,65.0,7.9,B,13.0,C,41.8,A,2.25,D,Proficient,In Good Standing
346,07X500,7.0,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Nicholas Paarlberg,CUNY,HS,High School,2.93,B,58.5,7.7,B,17.3,A,33.5,B,0.0,B,Proficient,In Good Standing
347,07X520,7.0,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,Leba Collins Augone,ICI,HS,High School,2.29,B,56.2,10.2,A,16.1,B,28.9,B,1.0,B,Proficient,In Good Standing
348,07X547,7.0,NEW EXPLORERS HIGH SCHOOL,Denise Simone,New Visions,HS,High School,2.09,B,48.3,5.9,B,14.4,B,26.0,B,2.0,C,Proficient,In Good Standing
349,07X548,7.0,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,Felice Lepore,ESO,HS,High School,2.6,A,82.3,10.2,A,19.0,A,46.1,A,7.0,A,Proficient,In Good Standing
350,07X551,7.0,BRONX ACADEMY OF LETTERS,Joan Sullivan,ESO,ESMS,Middle School,2.8,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,Well Developed,In Good Standing
352,07X551,7.0,BRONX ACADEMY OF LETTERS,Joan Sullivan,ESO,HS,High School,2.48,A,89.3,13.2,A,25.0,A,42.1,A,9.0,A,Well Developed,In Good Standing
353,07X600,7.0,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Rene Cassanova,ICI,HS,High School,1.84,C,41.7,4.4,C,10.5,B,26.8,B,0.0,C,Well Developed,Restructuring - Year 1
354,07X655,7.0,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Joyce Mills Kittrell,ICI,HS,High School,1.87,B,47.0,4.3,C,12.5,B,29.2,B,1.0,B,Proficient,In Good Standing
355,07X670,7.0,HEALTH OPPORTUNITIES HIGH SCHOOL,Carron Staple,ICI,HS,High School,2.32,B,46.5,7.5,B,12.2,B,26.8,B,0.0,C,Proficient,In Good Standing
356,08X014,8.0,P.S. X014 SENATOR JOHN CALANDRA,Anthony Guzzio,ESO,ESMS,Elementary School,39.52,B,49.3,10.4,A,15.0,B,22.4,C,1.5,D,Well Developed,In Good Standing
357,08X036,8.0,P.S. 036 UNIONPORT,Nilda Rivera,LLSO,ESMS,Elementary School,55.71,A,78.4,12.0,A,20.0,A,39.6,A,6.75,A,Well Developed,In Good Standing
358,08X048,8.0,P.S. 048 JOSEPH R. DRAKE,Roxanne Cardona,LLSO,ESMS,Elementary School,65.03,A,68.0,5.5,C,17.9,A,37.1,A,7.5,C,Well Developed,Planning for Restructuring
359,08X062,8.0,P.S. 062 INOCENSIO CASANOVA,Lourdes Estrella,ESO,ESMS,Elementary School,65.18,A,79.5,9.8,A,17.0,A,42.9,A,9.75,B,Well Developed,In Good Standing
360,08X069,8.0,P.S. 069 THE NEW VISION SCHOOL,Alan Cohen,CEI-PEA,ESMS,Elementary School,61.62,A,64.5,10.4,A,23.1,A,30.2,B,0.75,A,Well Developed,In Good Standing
361,08X071,8.0,P.S. 071 ROSE E. SCALA,Lance Cooper,ESO,ESMS,K-8,36.52,B,60.4,5.4,C,13.5,B,36.2,B,5.25,B,Well Developed,In Good Standing
362,08X072,8.0,P.S. 072 DR. WILLIAM DORNEY,Margarita Colon,LLSO,ESMS,Elementary School,57.96,B,56.4,8.0,B,13.9,B,30.7,B,3.75,B,Proficient,In Need of Improvement - Year 1
363,08X075,8.0,P.S. 075,Marines Arrieta-Cruz,LLSO,ESMS,Elementary School,65.4,A,59.6,8.6,B,15.1,B,32.9,A,3.0,B,Proficient,Restructuring - Year 3
364,08X093,8.0,P.S. 093 ALBERT G. OLIVER,Donald Mattson,ESO,ESMS,Elementary School,62.17,A,74.1,8.0,B,13.4,B,45.9,A,6.75,C,Proficient,In Corrective Action
365,08X100,8.0,P.S. 100 ISAAC CLASON,Chad Adam Altman,LLSO,ESMS,Elementary School,58.98,B,56.0,9.7,A,18.3,A,25.0,B,3.0,C,Well Developed,In Good Standing
366,08X101,8.0,M.S. X101 EDWARD R. BYRNE,Kim Hampton Hewitt,LLSO,ESMS,Middle School,3.88,B,61.8,9.0,B,19.1,A,33.7,B,0.0,B,Well Developed,In Good Standing
367,08X107,8.0,P.S. 107,Melba Parks,ESO,ESMS,Elementary School,62.16,A,61.8,7.4,B,14.1,B,35.8,A,4.5,B,Well Developed,Restructuring - Year 2
368,08X119,8.0,P.S. 119,Lydia Tyner,LLSO,ESMS,Elementary School,49.8,A,59.7,7.5,B,14.9,B,34.3,A,3.0,A,Well Developed,In Need of Improvement - Year 1
369,08X123,8.0,J.H.S. 123 JAMES M. KIERAN,Virginia Connelly,LLSO,ESMS,Middle School,2.85,B,63.5,8.7,B,16.8,B,34.2,B,3.75,A,Well Developed,Restructuring - Year 3
370,08X125,8.0,J.H.S. 125 HENRY HUDSON,Hilda Bairan,LLSO,ESMS,Middle School,3.14,B,54.2,6.3,C,12.4,C,28.0,B,7.5,B,Proficient,Restructuring - Year 4
371,08X130,8.0,P.S. 130 ABRAM STEVENS HEWITT,Lourdes Velazquez,LLSO,ESMS,Elementary School,64.74,C,43.2,7.4,B,12.8,B,20.0,C,3.0,F,Well Developed,In Good Standing
372,08X131,8.0,J.H.S. 131 ALBERT EINSTEIN,Edward C. Leotta,LLSO,ESMS,Middle School,3.16,B,51.3,5.5,C,12.7,C,29.3,B,3.75,C,Proficient,Restructuring - Year 3
373,08X138,8.0,P.S. 138 SAMUEL RANDALL,Lorraine Carrol-Dawkins,LLSO,ESMS,Elementary School,58.44,A,60.6,8.6,B,16.2,A,32.8,A,3.0,C,Proficient,In Good Standing
374,08X140,8.0,P.S. 140 EAGLE,Paul  Cannon,ESO,ESMS,Elementary School,63.76,B,50.9,8.9,B,13.7,B,26.0,B,2.25,C,Well Developed,Restructuring - Year 3
375,08X146,8.0,P.S. 146 EDWARD COLLINS,Janet Sanderson-Brown,ESO,ESMS,Elementary School,63.62,A,74.9,7.2,B,14.8,B,47.6,A,5.25,B,Proficient,In Good Standing
376,08X152,8.0,P.S. 152 EVERGREEN,Frances Lynch,LLSO,ESMS,Elementary School,64.22,A,70.7,8.7,B,13.7,B,41.5,A,6.75,A,Well Developed,Restructuring - Year 2
377,08X174,8.0,I.S. 174 EUGENE T. MALESKA,Sharon Delaney,LLSO,ESMS,Middle School,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,Restructuring - Year 4
379,08X182,8.0,P.S. 182,Anne O'Grady,LLSO,ESMS,Elementary School,54.43,A,72.8,9.3,A,18.8,A,38.7,A,6.0,F,Well Developed,In Good Standing
380,08X192,8.0,I.S. 192 PIAGENTINI-JONES,Jeanette Vargas,LLSO,ESMS,Middle School,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,Requiring Academic Progress - Year 6
382,08X201,8.0,M.S. X201,John Hughes,LLSO,ESMS,Middle School,,,,,,,,,,,,,
383,08X278,8.0,PEACE AND DIVERSITY ACADEMY,Andrew Turay,ESO,HS,High School,2.1,B,59.5,12.1,A,19.4,A,24.0,C,4.0,,Proficient,In Good Standing
384,08X282,8.0,YOUNG WOMEN'S LEADERSHIP SCHOOL BRONX CAMPUS,Arnette Crocker,New Visions,ESMS,Middle School,3.15,A,84.0,7.4,B,18.7,A,53.4,A,4.5,D,Proficient,In Good Standing
385,08X282,8.0,"YOUNG WOMEN'S LEADERSHIP SCHOOL, BRONX CAMPUS",Arnette Crocker,New Visions,HS,High School,2.62,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,1.0,,Proficient,In Good Standing
387,08X293,8.0,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TECHNOLOGY,Bernardo Ascona,ESO,HS,High School,2.26,A,67.3,8.5,B,16.3,A,36.5,A,6.0,B,Well Developed,In Good Standing
388,08X295,8.0,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,Clifford Siegel,LLSO,HS,High School,2.0,B,48.6,7.2,B,15.8,B,25.6,B,0.0,C,Proficient,In Good Standing
389,08X301,8.0,M.S. 301 PAUL L. DUNBAR,Benjamin Basile,ESO,ESMS,Middle School,2.7,B,53.3,7.4,B,16.1,B,29.0,B,0.75,C,Well Developed,In Corrective Action
390,08X302,8.0,M.S. 302 LUISA DESSUS CRUZ,Angel Rodriguez,LLSO,ESMS,Middle School,2.78,A,76.9,9.7,B,18.5,A,39.7,A,9.0,B,Well Developed,In Corrective Action
391,08X304,8.0,P.S. 304 EARLY CHILDHOOD SCHOOL,Joseph Nobile,LLSO,ESMS,Elementary School,40.91,A,78.9,8.4,B,21.7,A,45.8,A,3.0,B,Well Developed,In Good Standing
392,08X305,8.0,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,Ivan Cohen,ESO,HS,High School,1.95,B,60.4,7.4,B,17.0,A,34.0,B,2.0,D,Proficient,In Good Standing
393,08X312,8.0,MILLENNIUM ART ACADEMY,Maxine  Nodel,LLSO,HS,High School,2.08,A,69.9,13.2,A,15.7,B,35.0,A,6.0,A,Well Developed,In Good Standing
394,08X332,8.0,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,Sharif Rucker,ESO,HS,High School,2.04,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,0.0,,Proficient,In Good Standing
396,08X334,8.0,INTERNATIONAL COMMUNITY HIGH SCHOOL,Berena Cabarcas,ESO,HS,High School,1.73,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,4.0,,Proficient,In Good Standing
398,08X335,8.0,NEW SCHOOL #2 @ P.S. 60,Erik Wright,LLSO,ESMS,Elementary School,64.53,C,37.1,6.9,B,8.5,C,17.9,C,3.75,C,Proficient,In Need of Improvement - Year 2
399,08X337,8.0,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,Andrea Cyprys,Fordham,ESMS,Middle School,2.84,A,66.5,10.1,A,18.0,A,33.9,B,4.5,B,Well Developed,In Good Standing
400,08X366,8.0,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT,Cameron Berube,ESO,ESMS,Middle School,2.92,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,In Good Standing
402,08X367,8.0,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECHNOLOGY APPLICATIONS,Miriam Lazar,LLSO,ESMS,Middle School,2.94,,,,,,,,,,,,
403,08X371,8.0,URBAN INSTITUTE OF MATHEMATICS,Jennifer Joynt,LLSO,ESMS,Middle School,3.02,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,In Good Standing
405,08X375,8.0,THE BRONX MATHEMATICS PREPARATORY SCHOOL,Mark D. Clarke,LLSO,ESMS,Middle School,3.04,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,In Good Standing
