,bn,school_year,start_date,overall_rating,indicator_1_1,indicator_1_2,indicator_1_3,indicator_1_4,indicator_1_5,indicator_1_6,indicator_1_7,indicatoroverall_1,indicator_2_1,indicator_2_2,indicator_2_3,indicator_2_4,indicator_2_5,indicator_2_6,indicator_2_7,indicatoroverall_2,indicator_3_1,indicator_3_2,indicator_3_3,indicator_3_4,indicator_3_5,indicator_3_6,indicator_3_7,indicator_3_8,indicatoroverall_3,indicator_4_1,indicator_4_2,indicator_4_3,indicator_4_4,indicator_4_5,indicator_4_6,indicator_4_7,indicatoroverall_4,indicator_5_1,indicator_5_2,indicator_5_3,indicator_5_4,indicator_5_5,indicator_5_6,indicator_5_7,indicatoroverall_5
90,K315,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,WD,P,P,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
91,K447,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,WD,P,P,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
92,M134,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
93,M316,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,P,U,U,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
94,Q072,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
95,Q520,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
96,Q877,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
97,R721,2005-06-01T00:00:00.000,2006-06-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,P,P,P,P,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
98,K483,2005-06-01T00:00:00.000,2006-06-02T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
99,K052,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,No Data,No Data,No Data,P
100,K061,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
101,K161,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,No Data,No Data,No Data,P
102,K189,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
103,K198,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
104,K208,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,P,No Data,No Data,WD,WD,WD,P,P,P,P,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,P,P,No Data,No Data,No Data,P
105,K251,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
106,K312,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
107,K539,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,P,WD,No Data,No Data,P,P,P,P,P,WD,WD,WD,WD,P,P,P,WD,WD,WD,WD,WD,WD,P,U,P,P,No Data,No Data,No Data,P
108,K587,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,U,U,P,P,P,P,P,P,P,P,U,P,U,WD,P,P,U,U,U,U,U,No Data,No Data,No Data,U
109,K625,2006-07-01T00:00:00.000,2006-09-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,P,P,WD,No Data,No Data,P,P,P,WD,WD,P,P,WD,P,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
110,K246,2006-07-01T00:00:00.000,2006-09-26T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,U,U,No Data,No Data,P,P,U,P,P,P,P,P,U,P,P,P,P,P,P,P,P,P,P,U,P,U,No Data,No Data,No Data,U
111,K415,2006-07-01T00:00:00.000,2006-09-26T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,U,P,U,U,No Data,No Data,U,P,U,P,P,P,P,WD,P,P,U,P,U,U,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
112,K600,2006-07-01T00:00:00.000,2006-09-26T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,U,P,P,WD,P,P,U,P,P,P,WD,P,P,P,P,P,P,P,U,P,No Data,No Data,No Data,P
113,K236,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,WD,WD,P,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,P,WD,WD,P,No Data,No Data,No Data,WD
114,K244,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
115,K254,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
116,K278,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
117,K469,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,U,P,P,U,No Data,No Data,P,P,U,P,P,U,P,P,WD,P,P,U,P,P,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
118,K479,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,WD,P,WD,No Data,No Data,WD,P,P,P,P,WD,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,P,P,P,No Data,No Data,No Data,P
119,K555,2006-07-01T00:00:00.000,2006-09-27T00:00:00.000,WD,P,WD,P,WD,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,P,P,WD,WD,No Data,No Data,No Data,WD
120,K195,2006-07-01T00:00:00.000,2006-09-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
121,K397,2006-07-01T00:00:00.000,2006-09-28T00:00:00.000,P,P,U,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,U,P,P,P,P,P,P,P,P,P,P,P,P,P,U,P,No Data,No Data,No Data,P
122,K092,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
123,K109,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
124,K119,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,P,P,WD,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,WD,WD,WD,P,P,WD,P,WD,No Data,No Data,No Data,P
125,K134,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
126,K167,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,U,P,U,No Data,No Data,U,P,U,P,P,P,U,P,P,P,P,P,P,U,WD,P,WD,P,P,P,U,P,No Data,No Data,No Data,P
127,K194,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
128,K203,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,No Data,No Data,No Data,P
129,K207,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,P,P,No Data,No Data,P,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
130,M063,2006-07-01T00:00:00.000,2007-01-18T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
131,K217,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
132,K221,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,WD,U,P,P,P,P,WD,P,P,P,WD,WD,P,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
133,K222,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
134,K249,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
135,K269,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
136,K316,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,P,P,U,No Data,No Data,U,P,P,P,P,P,WD,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
137,K326,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
138,K361,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,P,P,WD,P,No Data,No Data,No Data,P
139,K390,2006-07-01T00:00:00.000,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,WD,P,P,P,WD,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
140,K068,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,P,P,U,U,U,No Data,No Data,No Data,U,P,P,P,P,WD,No Data,No Data,P,P,U,P,P,P,P,WD,P,P,P,WD,WD,WD,WD,P,WD,WD,WD,U,P,P,No Data,No Data,No Data,P
141,K191,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
142,K219,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
143,K276,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
144,K285,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
145,K353,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,P,P,U,U,P,U,No Data,No Data,No Data,U
146,K354,2006-07-01T00:00:00.000,2006-10-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,P,P,P,No Data,No Data,P,WD,U,P,P,P,P,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
147,K091,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,WD,WD,P,WD,No Data,No Data,No Data,WD,P,WD,WD,P,P,No Data,No Data,P,P,P,P,P,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
148,K114,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,WD,P,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,P,P,P,No Data,No Data,No Data,P
149,K135,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,WD,WD,P,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
150,K232,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,P,U,U,U,No Data,No Data,No Data,U,P,U,P,P,P,No Data,No Data,P,P,U,WD,WD,P,P,P,WD,P,P,U,WD,P,WD,WD,P,P,U,U,P,U,No Data,No Data,No Data,U
151,K233,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,P,P,P,P,WD,P,WD,P,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
152,K252,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,U,U,U,U,P,No Data,No Data,No Data,U,P,U,P,U,U,No Data,No Data,U,P,U,U,U,P,U,P,U,U,P,P,U,P,P,U,P,P,P,P,P,U,No Data,No Data,No Data,P
153,K268,2006-07-01T00:00:00.000,2006-10-06T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,WD,P,P,P,P,U,P,P,No Data,No Data,No Data,P
154,K197,2006-07-01T00:00:00.000,2006-10-10T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
155,K352,2006-07-01T00:00:00.000,2006-10-10T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,WD,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,P,P,U,P,P,P,No Data,No Data,No Data,P
156,K495,2006-07-01T00:00:00.000,2006-10-10T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,WD,No Data,No Data,P,WD,P,P,WD,WD,P,WD,P,WD,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
157,K002,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
158,K022,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,WD,P,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
159,K206,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
160,K289,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,U,P,WD,U,P,No Data,No Data,P,WD,WD,P,P,P,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,WD,WD,P,No Data,No Data,No Data,P
161,K394,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,P,P,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,P,WD,No Data,No Data,P,P,P,WD,P,P,P,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
162,K500,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,P,U,P,P,P,No Data,No Data,P,U,U,P,U,U,P,P,P,U,P,U,P,P,WD,WD,P,P,U,U,U,P,No Data,No Data,No Data,U
163,K515,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,U,P,P,P,U,No Data,No Data,No Data,P,U,U,U,P,U,No Data,No Data,U,P,U,U,P,U,P,P,P,U,P,U,P,U,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
164,K585,2006-07-01T00:00:00.000,2006-10-11T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,WD,U,P,P,P,P,P,P,U,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
165,K181,2006-07-01T00:00:00.000,2006-10-12T00:00:00.000,P,P,U,P,U,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,P,P,U,WD,WD,P,P,P,WD,P,P,U,P,U,WD,WD,P,P,P,P,U,U,No Data,No Data,No Data,P
166,K277,2006-07-01T00:00:00.000,2006-10-12T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
167,X117,2006-07-01T00:00:00.000,2006-10-12T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,P,P,P,U,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,U,P,U,P,P,P,P,U,U,P,U,No Data,No Data,No Data,U
168,K241,2006-07-01T00:00:00.000,2006-10-13T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,WD,P,No Data,No Data,WD,WD,WD,P,P,WD,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
169,K255,2006-07-01T00:00:00.000,2006-10-13T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
170,K014,2006-07-01T00:00:00.000,2006-10-16T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,P,U,U,U,P,P,P,U,P,U,P,U,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
171,M497,2007-08-01T00:00:00.000,2008-03-17T00:00:00.000,P,WD,P,P,P,P,P,P,P,P,P,P,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,P,P,P,P,P
172,K078,2006-07-01T00:00:00.000,2006-10-16T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,P,U,P,P,P,P,P,P,P,U,P,P,P,WD,P,WD,P,U,U,P,U,No Data,No Data,No Data,U
173,K240,2006-07-01T00:00:00.000,2006-10-16T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,U,P,P,P,P,P,P,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
174,X229,2006-07-01T00:00:00.000,2006-10-16T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,P,U,U,P,P,P,U,P,P,P,P,P,P,P,P,P,P,P,U,P,P,U,No Data,No Data,No Data,U
175,X339,2006-07-01T00:00:00.000,2006-10-16T00:00:00.000,U,U,P,P,P,No Data,No Data,No Data,P,U,U,P,U,P,No Data,No Data,U,U,U,P,P,P,U,P,U,U,P,U,P,P,WD,P,P,P,P,U,P,U,No Data,No Data,No Data,U
176,K138,2006-07-01T00:00:00.000,2006-10-17T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
177,X166,2006-07-01T00:00:00.000,2006-10-17T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,P,U,U,U,U,P,U,U,U,P,U,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
178,X313,2006-07-01T00:00:00.000,2006-10-17T00:00:00.000,U,P,P,P,U,No Data,No Data,No Data,P,U,U,P,U,U,No Data,No Data,U,P,U,P,U,P,U,P,U,U,U,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
179,X328,2006-07-01T00:00:00.000,2006-10-17T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,U,U,P,U,U,U,U,P,U,P,U,U,U,U,U,U,U,No Data,No Data,No Data,U
