,clientid,resp,qrep,qkey,qcell,sc1,sc2,sc3,sc4,sc4b,sc4d,sc4d1,sc6,sc6a,sc7,mp1,ph1,bc1a,bc1,bc2,bc3,pph1,el1,el3,el4,el7,el8,el9,el10,el11,el12_1,el12mns,el13a,el13b,el13c,el13d,el13e,el14,el15,el17a,el17b,el17c,el17d,el17e,el17f,cp1,ih1,ih2,ih3,ih5,bf1_1,bf1wks,bf1a_1,bf2,mh1,mh2,mh4,cc1,sd2,d1,d1yob,d2,fixd2,d3,d4_1,d5,d6,d7,st1,st2,st3,st4,st5,es1a,es1b,es2,es3,es4,fulladra,qc1,lang,samp_weight,pop_weight,stratum,odate,fdate,el12wks,cp2,cp3,cp4,cp5,cp6a,cp6b,cp6c,cp7,cp8,cp9,cp10_1,cp10wks,bf1mns,d4_2,de1,de2_1,de3,bf1amns,el16,sd1_1,sd1mns,pph2a,pph2b,pph2c,ih5a_1,bf1awks,mh3,sd1wks,cp10mns,ih4_1,mh3a,de2_2,sc4b1,sc4b2,selchild,de2_3,ih4_2,ih4_3,ih5a_2
336,1829,1239,24,201829,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,6,1,1,5,2,1,2.0,1.0,77.0,77.0,1.0,30.0,4.0,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,1,1,2,5,,3.0,,3,2,3,5.0,2.0,1,1986.0,1,11369.0,1,1,28,3.0,5,4,4,4,4,4,4,4,2,1,3,1.0,2,1,0.5066566295295586,51.6456121818484,1,23-Mar-16,23-Mar-16,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,40.0,1.0,3.0,,,,1.0,1.0,28.0,9.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
337,1831,345,1,201831,1,1,1.0,2.0,1,1,1,2,1,1,1,1,4,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,5,,3.0,,3,1,4,,,1,1985.0,1,10039.0,1,3,56,2.0,3,4,2,4,4,4,2,4,2,99,4,1.0,2,2,1.6666302880439814,169.88653950262807,2,29-Feb-16,29-Feb-16,,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,777.0,,,,,,1.0,99.0,56.0,8.0,,,,,,,,,2.0,,,,,,,,,,,,
338,1834,256,7,201834,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,9,1,1,3,1,1,2.0,1.0,2.0,77.0,1.0,777.0,4.0,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,3,1,1,2,2,,3.0,1.0,5,2,4,1.0,1.0,1,1982.0,1,11209.0,1,8,82,2.0,6,4,2,4,2,4,4,4,2,8,3,1.0,2,1,0.44508509816710384,45.36937055220574,1,26-Feb-16,26-Feb-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,4.0,,,,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
339,1840,105,6,201840,1,1,1.0,2.0,1,1,1,1,1,2,1,1,1,7,1,1,2,1,1,2.0,1.0,2.0,1.0,1.0,35.0,2.0,2.0,,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,4,1,1,2,3,1.0,3.0,1.0,5,2,3,6.0,3.0,1,1982.0,1,11235.0,2,3,21,2.0,6,4,4,4,4,4,4,4,1,1,3,1.0,2,1,1.1410221922871127,116.30912574549612,1,25-Feb-16,25-Feb-16,4.0,,,,,,,,,,,,,,,,,,5.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
340,1842,435,1,201842,1,1,1.0,2.0,1,1,1,2,1,2,1,3,1,3,1,1,3,1,1,2.0,1.0,2.0,6.0,1.0,40.0,1.0,3.0,2.0,8.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,3,1,1,2,5,,3.0,,5,2,3,5.0,1.0,1,1970.0,1,11418.0,1,8,22,3.0,5,4,4,4,4,4,4,4,2,7,4,1.0,1,2,0.5316134768614862,54.18956716726547,1,2-Mar-16,2-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,2.0,1.0,,,,1.0,8.0,28.0,5.0,,,,,,,,,,,,,,,,,,,,,
341,1843,414,9,201843,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,7,1,1,2,1,1,4.0,1.0,2.0,2.0,2.0,20.0,4.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,2,5,,3.0,,4,2,1,1.0,1.0,1,1989.0,1,22192.0,2,3,11,3.0,6,4,4,4,4,4,4,4,2,10,2,1.0,2,1,1.562684464868001,159.29091051292295,2,2-Mar-16,2-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,2.0,4.0,,,2.0,3.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,
342,1846,466,2,201846,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,1,1,2,5,2,1,2.0,1.0,1.0,9.0,1.0,45.0,3.0,3.0,6.0,0.0,77.0,12.0,12.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1,2,4,,3.0,2.0,5,2,1,2.0,1.0,1,1975.0,1,11217.0,2,2,1,,4,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.9334137045247961,95.14673129585024,1,4-Mar-16,4-Mar-16,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,30.0,2.0,3.0,,10.0,,2.0,1.0,2.0,5.0,,,,2.0,2.0,2.0,,,,,6.0,,,,,,,,,,
343,1847,939,10,201847,1,1,1.0,2.0,1,1,1,1,1,2,1,1,4,5,1,2,3,1,1,2.0,1.0,1.0,4.0,1.0,25.0,4.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,5,,,1,1989.0,1,10459.0,1,77,26,3.0,4,4,4,4,1,4,3,4,2,7,4,1.0,2,1,0.6066225242418511,61.83555055197555,1,17-Mar-16,17-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,4.0,,,1.0,,1.0,77.0,82.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,
344,1849,606,14,201849,1,1,1.0,2.0,1,1,2,2,1,2,1,0,1,6,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,50.0,1.0,2.0,,2.0,0.0,12.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1,1,1,1,2,4,,3.0,2.0,5,2,1,5.0,1.0,1,1983.0,1,10007.0,2,1,80,3.0,6,4,4,4,4,4,4,4,2,12,4,,2,1,0.8537546427693277,87.02675265466911,1,8-Mar-16,8-Mar-16,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,70.0,4.0,,,6.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
345,1852,956,17,201852,1,1,1.0,2.0,1,1,1,2,1,2,1,1,3,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,3,,,1,1985.0,1,11226.0,1,1,30,2.0,6,4,4,1,4,4,4,4,2,77,4,1.0,2,2,1.2081566793879313,123.15242253222829,2,18-Mar-16,18-Mar-16,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,30.0,2.0,2.0,1.0,12.0,,1.0,1.0,30.0,6.0,,,,,,,,,,,,,,,,,,,,,
346,1857,440,9,201857,1,1,1.0,2.0,1,1,1,2,1,2,1,0,3,1,1,1,3,1,1,2.0,1.0,1.0,2.0,1.0,24.0,1.0,3.0,3.0,2.0,0.0,12.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2,1,1,2,4,,3.0,1.0,5,2,3,2.0,1.0,1,1993.0,1,11230.0,77,3,11,3.0,4,4,4,4,4,3,2,4,1,2,5,1.0,2,1,0.9315617886877737,94.95795783165795,1,2-Mar-16,2-Mar-16,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,40.0,1.0,1.0,,10.0,,77.0,3.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,
347,1859,636,11,201859,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,12,1,1,3,1,1,4.0,1.0,2.0,1.0,2.0,40.0,4.0,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,1,2.0,1.0,1,1995.0,1,11413.0,1,8,76,3.0,5,4,3,4,4,4,4,3,2,4,2,1.0,2,1,0.3231015567041597,32.93508210558412,1,9-Mar-16,15-Mar-16,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,40.0,4.0,,,3.0,,1.0,8.0,76.0,3.0,,,,,,,,,,,,,,,,,,,,,
348,1869,1105,17,201869,1,1,1.0,2.0,1,1,1,1,1,1,1,0,1,12,1,1,2,1,1,2.0,1.0,1.0,6.0,1.0,40.0,1.0,2.0,,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2,2,1,1,2,4,,3.0,1.0,5,2,1,2.0,1.0,1,1989.0,1,11385.0,1,2,1,,5,4,99,4,4,4,3,2,2,1,2,1.0,2,1,0.5028569253725641,51.25829257353674,1,21-Mar-16,21-Mar-16,4.0,,,,,,,,,,,,,8.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
349,1875,172,6,201875,0,1,,,1,1,2,2,1,1,1,8,1,9,1,1,3,1,1,2.0,1.0,2.0,2.0,1.0,20.0,1.0,2.0,,1.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,1,1.0,1.0,1,1972.0,1,11219.0,2,1,1,,4,4,4,4,4,4,3,4,2,2,9,1.0,2,1,0.6444435468705261,65.69080429417001,1,25-Feb-16,25-Feb-16,6.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,20.0,4.0,,,12.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
350,1886,798,12,201886,1,1,1.0,2.0,1,1,2,2,1,2,1,0,3,2,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,1.0,4.0,5,2,3,,,1,1990.0,1,11230.0,2,1,1,,4,4,4,4,4,4,3,4,2,77,4,,99,1,1.7399200491708704,177.3572689068286,2,14-Mar-16,14-Mar-16,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,777.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
351,1889,1492,24,201889,1,1,1.0,2.0,1,1,2,2,1,2,1,0,3,9,1,2,3,1,1,3.0,1.0,2.0,1.0,1.0,35.0,1.0,3.0,3.0,3.0,9.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1,2,2,,1.0,1.0,5,2,3,2.0,1.0,1,1984.0,1,10467.0,1,99,26,3.0,6,4,4,4,4,2,4,4,2,11,3,1.0,2,1,0.617920763771656,62.98722697953109,1,29-Mar-16,29-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,4.0,,,,,2.0,2.0,99.0,,,,,,,,,,,,,,,,,,,,,,
352,1893,619,14,201893,0,1,,,1,1,1,2,1,1,1,3,3,3,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,35.0,3.0,2.0,,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,1,1,2,4,,3.0,3.0,5,2,3,2.0,1.0,1,1974.0,1,11218.0,1,99,1,,6,4,4,2,4,4,4,4,2,12,9,1.0,2,1,0.41042090624854166,41.83590566083441,1,8-Mar-16,8-Mar-16,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,35.0,1.0,2.0,3.0,8.0,,1.0,99.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,
353,1899,459,10,201899,0,1,,,1,1,1,1,1,2,1,1,1,6,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,3.0,,5,2,1,,,1,1985.0,1,10030.0,1,2,1,,5,4,4,4,4,4,3,4,2,6,3,1.0,2,1,1.7660782204833212,180.02367982943628,2,3-Mar-16,3-Mar-16,,1.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,777.0,,,,,,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
354,1908,1487,24,201908,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,10,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,35.0,1.0,2.0,,1.0,6.0,6.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,2,5.0,1.0,1,1985.0,1,11375.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.608974341491052,62.07528104102016,1,29-Mar-16,29-Mar-16,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,35.0,1.0,2.0,2.0,6.0,,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
355,1909,677,13,201909,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,5,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,19.0,3.0,2.0,,2.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,3.0,5,2,1,3.0,1.0,1,1992.0,1,19810.0,2,1,1,,4,4,4,4,4,4,1,4,2,3,3,1.0,2,1,0.45703640112541266,46.587616444351085,1,9-Mar-16,9-Mar-16,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,666.0,,,,14.0,,2.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
356,1910,1524,25,201910,1,1,1.0,2.0,1,1,1,2,1,2,1,2,4,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,5,,3.0,,5,2,4,,,1,1977.0,1,10460.0,1,8,56,3.0,2,4,4,4,4,4,4,4,2,77,5,1.0,1,2,1.802918956089644,183.7790088485884,2,31-Mar-16,31-Mar-16,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,777.0,,,,,,1.0,8.0,56.0,8.0,,,,,,,,,,,,,,,,,,,,,
357,1911,138,8,201911,0,1,,,1,1,1,1,1,2,1,4,1,8,1,2,3,1,1,2.0,1.0,1.0,8.0,1.0,50.0,1.0,2.0,,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,1,1,2,1,,,,5,2,1,5.0,1.0,1,1979.0,1,11210.0,2,1,1,,6,4,4,4,4,4,4,4,2,5,7,1.0,2,1,0.5814438289564207,59.26898168429154,1,25-Feb-16,25-Feb-16,6.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,70.0,4.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
358,1916,1237,24,201916,0,1,,,1,1,1,1,1,2,1,1,1,8,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,2,,,1,1992.0,1,11249.0,2,1,1,,4,4,4,4,4,4,3,4,2,99,4,1.0,2,1,1.7399200491708704,177.3572689068286,2,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,777.0,,,,10.0,,2.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
359,1919,649,15,201919,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2.0,1.0,2.0,2.0,2.0,40.0,4.0,,,,,,,,,3.0,2.0,2.0,77.0,1.0,1.0,2.0,1,3,1,1,2,4,,1.0,3.0,4,2,1,77.0,77.0,1,1989.0,1,10467.0,1,1,56,2.0,4,4,2,2,2,1,3,3,1,77,3,1.0,1,2,0.6646091676129222,67.74636967626134,1,9-Mar-16,10-Mar-16,,1.0,1.0,2.0,3.0,6.0,5.0,5.0,1.0,40.0,4.0,,,6.0,,1.0,1.0,56.0,,5.0,,,,,,,,,,,,,,,,,,,,
360,1920,897,19,201920,1,1,1.0,2.0,1,1,1,2,1,2,1,0,3,10,1,2,3,1,1,2.0,1.0,1.0,77.0,1.0,40.0,1.0,2.0,,5.0,0.0,8.0,0.0,0.0,1.0,2.0,,,,,,,1,2,1,1,2,4,,3.0,3.0,5,2,2,,,1,1989.0,1,11421.0,1,8,22,3.0,4,4,4,2,4,2,4,4,2,4,3,1.0,1,2,0.6776174266084367,69.07235548220484,1,16-Mar-16,24-Mar-16,8.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,50.0,2.0,1.0,,4.0,,1.0,1.0,22.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
361,1924,128,7,201924,1,1,1.0,2.0,1,1,2,2,1,2,1,1,2,4,1,2,3,1,1,2.0,1.0,2.0,7.0,1.0,40.0,3.0,3.0,2.0,1.0,77.0,2.0,12.0,0.0,1.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,3.0,2,2,2,,,1,1979.0,1,10463.0,2,1,48,3.0,6,4,4,4,4,4,4,4,2,12,4,1.0,2,1,1.07294524718206,109.36976030447724,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,80.0,1.0,2.0,3.0,20.0,,2.0,1.0,48.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,
362,1927,1022,21,201927,1,1,1.0,2.0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2.0,1.0,1.0,7.0,1.0,32.0,1.0,2.0,,3.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,2,4,,3.0,3.0,5,2,2,6.0,2.0,1,1977.0,1,11218.0,2,1,1,,6,4,1,4,4,4,4,4,2,12,4,1.0,1,1,0.9334137045247961,95.14673129585024,1,18-Mar-16,18-Mar-16,12.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,30.0,2.0,2.0,2.0,14.0,,2.0,1.0,1.0,6.0,,2.0,24.0,,,,,,,,,,,,,,,,,,
363,1928,1527,22,201928,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,11,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,3,,,1,1985.0,1,11368.0,1,1,28,3.0,5,4,4,4,4,4,4,4,2,3,4,1.0,2,2,0.3411212848117181,34.77190774887914,1,31-Mar-16,31-Mar-16,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,40.0,2.0,2.0,1.0,1.0,,1.0,1.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
364,1930,404,9,201930,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,3,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,1,,,1,1986.0,1,11421.0,1,1,22,1.0,4,4,3,3,4,4,3,4,2,2,4,1.0,1,2,1.4188585997540666,144.63014340070708,2,1-Mar-16,2-Mar-16,,1.0,2.0,1.0,1.0,2.0,2.0,6.0,77.0,777.0,,,,3.0,,1.0,1.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,
365,1932,944,15,201932,1,1,1.0,2.0,1,1,1,2,1,2,1,1,5,7,1,2,5,1,1,2.0,1.0,1.0,8.0,1.0,40.0,3.0,3.0,6.0,77.0,77.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,5,1,3,2,1,,,,3,2,5,1.0,1.0,1,1986.0,1,11413.0,1,1,1,,6,4,2,4,3,2,4,4,2,9,3,1.0,2,1,0.5028569253725641,51.25829257353674,1,17-Mar-16,17-Mar-16,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,40.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,6.0,,,,,,,,,
366,1954,1005,20,201954,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,6,1,2,3,1,1,3.0,1.0,2.0,77.0,1.0,35.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,99.0,99.0,2.0,99.0,1,3,1,1,2,4,,1.0,1.0,3,2,3,2.0,1.0,99,,1,11432.0,2,3,11,3.0,6,4,99,4,99,99,4,4,2,99,99,1.0,1,1,1.167245406416207,118.9821667522432,1,18-Mar-16,18-Mar-16,,1.0,2.0,1.0,1.0,2.0,2.0,3.0,99.0,777.0,,,,2.0,,2.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,
367,1963,406,7,201963,1,1,1.0,2.0,1,1,1,2,1,1,1,4,3,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,,3.0,3.0,3,2,3,,,1,1977.0,1,11368.0,1,8,28,3.0,3,4,4,4,4,4,2,4,2,3,6,1.0,2,2,1.137624960554215,115.9628318210842,2,1-Mar-16,1-Mar-16,,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,8.0,1.0,2.0,1.0,15.0,,1.0,8.0,28.0,6.0,,,,,,,,,,,,,,,,,,,,,
368,1974,44,3,201974,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,4,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,40.0,3.0,2.0,,2.0,0.0,10.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1,2,4,,3.0,1.0,4,2,2,2.0,1.0,1,1980.0,1,11102.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.608974341491052,62.07528104102016,1,24-Feb-16,24-Feb-16,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,60.0,99.0,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
369,1988,1161,21,201988,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,8,1,1,3,1,1,4.0,1.0,2.0,1.0,1.0,20.0,3.0,3.0,2.0,77.0,0.0,6.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,4.0,3,1,4,5.0,1.0,1,1978.0,1,10009.0,2,1,1,,6,4,4,4,4,4,4,4,2,10,3,,2,1,0.6553293469857733,66.8004390611387,1,22-Mar-16,29-Mar-16,,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,40.0,3.0,2.0,3.0,3.0,,1.0,1.0,16.0,6.0,,,,,,,,,1.0,,,,3.0,2.0,,,,5.0,,,
370,1989,419,3,201989,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,4,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,3.0,,3,2,2,,,1,1983.0,1,11223.0,2,1,81,2.0,5,4,4,4,4,4,4,4,1,3,4,1.0,2,1,1.93546141231906,197.28961128244973,2,2-Mar-16,2-Mar-16,,1.0,1.0,1.0,2.0,3.0,6.0,3.0,1.0,40.0,4.0,,,,,2.0,1.0,81.0,6.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
371,2003,846,11,202003,1,1,1.0,2.0,1,1,2,1,1,2,1,3,1,9,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,7.0,4,2,3,,,1,1986.0,1,11377.0,1,8,1,,5,4,4,4,4,4,3,4,2,1,6,1.0,2,1,0.5028569253725641,51.25829257353674,1,16-Mar-16,16-Mar-16,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,4.0,,,12.0,,1.0,8.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
372,2005,522,3,202005,0,1,,,1,1,1,1,1,1,1,0,3,3,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,1.0,1.0,5,2,3,,,99,,1,11237.0,1,8,26,1.0,4,4,4,4,4,4,4,4,2,2,3,1.0,2,2,0.31333379779118825,31.939413916709302,1,6-Mar-16,6-Mar-16,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,40.0,77.0,,,2.0,,1.0,8.0,26.0,,,,,,,,,,,,,,,,,,,,,,
373,2006,323,10,202006,0,1,,,1,1,2,1,1,2,1,0,1,11,1,1,2,1,1,2.0,1.0,2.0,77.0,1.0,27.0,4.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,1,2.0,1.0,1,1991.0,1,11219.0,2,1,1,,4,4,4,4,4,4,3,4,1,2,3,1.0,2,1,0.45703640112541266,46.587616444351085,1,28-Feb-16,28-Feb-16,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,30.0,4.0,,,13.0,,2.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
374,2012,103,6,202012,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,2,1,1,5,1,1,2.0,1.0,2.0,6.0,1.0,32.0,2.0,3.0,2.0,,,,,,1.0,2.0,,,,,,,1,2,1,1,2,4,,3.0,1.0,3,2,1,,,1,1987.0,1,10452.0,1,4,26,1.0,6,4,4,2,4,1,3,4,2,1,3,1.0,1,2,0.2681273283160866,27.33133093792839,1,25-Feb-16,26-Feb-16,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,60.0,4.0,,,2.0,,1.0,4.0,26.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,
375,2014,1126,20,202014,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,12,1,1,3,1,1,2.0,1.0,1.0,6.0,1.0,40.0,3.0,2.0,,8.0,6.0,4.0,0.0,0.0,1.0,2.0,,,,,,,2,1,1,1,2,4,,2.0,1.0,5,2,2,,,1,1984.0,1,10011.0,2,1,80,2.0,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.8537546427693277,87.02675265466911,1,21-Mar-16,21-Mar-16,16.0,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,6.0,,,,,,,,,,,,,
376,2015,977,18,202015,1,1,1.0,2.0,1,1,1,2,1,2,1,1,3,6,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,77.0,7.0,3,2,4,,,1,1986.0,1,11207.0,2,2,1,,5,4,4,1,4,4,3,4,2,8,4,1.0,1,1,2.225245685236388,226.82852443036123,2,18-Mar-16,18-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,,2.0,2.0,76.0,,,,,,,,,,,,,,,,,,,,,,
377,2017,181,9,202017,0,1,,,1,1,1,2,1,2,1,1,1,10,1,2,5,1,1,1.0,1.0,1.0,5.0,1.0,40.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,1,1,1,2,4,,3.0,5.0,5,2,2,1.0,1.0,1,1988.0,1,11212.0,1,2,1,,5,4,4,4,4,4,4,4,2,4,3,1.0,1,1,0.5636911533633344,57.45937781170034,1,25-Feb-16,25-Feb-16,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,40.0,1.0,1.0,,3.0,,1.0,2.0,42.0,6.0,,,,,,,,,,,,,,,,,,,,,
